CGATS.17

ORIGINATOR	"i1Profiler - X-Rite, Inc."
INSTRUMENTATION	"i1Pro 3 ; Serial number 0"
DESCRIPTOR	"Chart 2033 Patches"
FILTER	""
CREATED		"2025-04-06T20:23:11"

NUMBER_OF_FIELDS	5
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	RGB_R	RGB_G	RGB_B	
END_DATA_FORMAT

NUMBER_OF_SETS	2033
BEGIN_DATA
1306	-	   69.55	  106.25	   23.18	
1307	-	  208.64	  148.75	  231.82	
1308	-	  255.00	   21.25	  162.27	
1309	-	  231.82	   63.75	  115.91	
1310	-	    0.00	  191.25	  139.09	
1311	-	  179.81	  147.12	  147.12	
1312	-	   69.55	   42.50	  231.82	
1313	-	   92.73	   85.00	  255.00	
1314	-	  185.45	  255.00	  231.82	
1315	-	  231.82	    0.00	  185.45	
1316	-	    0.00	    0.00	  231.82	
1317	-	  139.09	  127.50	  231.82	
1318	-	   23.18	  255.00	  139.09	
1319	-	  231.82	   21.25	  139.09	
1320	-	  115.91	  170.00	  162.27	
1321	-	   92.73	    0.00	  185.45	
1322	-	   23.18	   85.00	   46.36	
1323	-	  162.27	    0.00	    0.00	
1324	-	  162.27	  191.25	   23.18	
1325	-	   92.73	  148.75	   23.18	
1326	-	   92.73	  233.75	   69.55	
1327	-	  185.45	  170.00	    0.00	
1328	-	  139.09	   85.00	  185.45	
1329	-	   92.73	   85.00	   23.18	
1330	-	  162.27	  170.00	   46.36	
1331	-	   92.73	  255.00	  162.27	
1332	-	  208.64	  255.00	  139.09	
1333	-	  185.45	  127.50	    0.00	
1334	-	  162.27	  148.75	  231.82	
1335	-	  231.82	  191.25	  185.45	
1336	-	   52.96	   52.96	   64.73	
1337	-	  255.00	  148.75	  255.00	
1338	-	    0.00	  191.25	    0.00	
1339	-	   46.36	  212.50	   46.36	
1340	-	  115.91	  255.00	  185.45	
1341	-	  255.00	  170.00	   92.73	
1342	-	   23.18	   63.75	  139.09	
1343	-	   23.18	    0.00	   46.36	
1344	-	  153.00	  187.00	  153.00	
1345	-	  162.27	  233.75	  231.82	
1346	-	   69.55	   21.25	  255.00	
1347	-	  185.45	  127.50	   23.18	
1348	-	   91.07	   91.07	   91.07	
1349	-	  208.64	  212.50	   69.55	
1350	-	  255.00	  255.00	  185.45	
1351	-	  231.82	   21.25	  255.00	
1352	-	  231.82	  233.75	  139.09	
1353	-	  139.09	  191.25	  162.27	
1354	-	  255.00	    0.00	  115.91	
1355	-	  111.81	  136.65	  111.81	
1356	-	  208.64	  127.50	   46.36	
1357	-	   46.36	   63.75	  185.45	
1358	-	  139.09	   85.00	   92.73	
1359	-	   46.36	  170.00	   69.55	
1360	-	   46.36	  106.25	  208.64	
1361	-	  208.64	  106.25	  208.64	
1362	-	  255.00	  233.75	    0.00	
1363	-	  255.00	  127.50	   23.18	
1364	-	  255.00	  255.00	  115.91	
1365	-	  139.09	  233.75	   46.36	
1366	-	   92.73	  170.00	  231.82	
1367	-	  165.42	  135.35	  135.35	
1368	-	    0.00	  148.75	  208.64	
1369	-	  255.00	   42.50	  208.64	
1370	-	    0.00	  148.75	   92.73	
1371	-	  115.91	  148.75	   46.36	
1372	-	   23.18	  233.75	  208.64	
1373	-	  115.91	  191.25	   69.55	
1374	-	  208.64	   85.00	   69.55	
1375	-	  255.00	  255.00	  208.64	
1376	-	   46.36	  212.50	  185.45	
1377	-	  147.12	  179.81	  147.12	
1378	-	   23.18	   42.50	  185.45	
1379	-	   69.55	  106.25	   92.73	
1380	-	  115.91	    0.00	   92.73	
1381	-	    0.00	  170.00	  208.64	
1382	-	  208.64	   42.50	  255.00	
1383	-	  208.64	   42.50	    0.00	
1384	-	  162.27	   21.25	   23.18	
1385	-	  136.65	  111.81	  111.81	
1386	-	  185.45	  148.75	    0.00	
1387	-	  255.00	  170.00	  255.00	
1388	-	   92.73	   85.00	    0.00	
1389	-	    0.00	    0.00	   46.36	
1390	-	   23.18	   21.25	  115.91	
1391	-	  162.27	  255.00	   23.18	
1392	-	   69.55	   85.00	    0.00	
1393	-	  139.09	   85.00	  115.91	
1394	-	  115.91	  212.50	  162.27	
1395	-	  153.00	  153.00	  187.00	
1396	-	  185.45	  255.00	  208.64	
1397	-	  139.09	  212.50	  115.91	
1398	-	  231.82	  255.00	   69.55	
1399	-	  255.00	    0.00	  208.64	
1400	-	  255.00	  212.50	   23.18	
1401	-	  162.27	  212.50	  208.64	
1402	-	  255.00	  106.25	   23.18	
1403	-	   46.36	  191.25	  139.09	
1404	-	  185.45	  148.75	  139.09	
1405	-	  139.09	   42.50	  162.27	
1406	-	  115.91	  106.25	   69.55	
1407	-	  185.45	    0.00	  139.09	
1408	-	   69.55	  233.75	   23.18	
1409	-	   69.55	    0.00	  255.00	
1410	-	  162.27	   85.00	  115.91	
1411	-	  115.91	  106.25	  231.82	
1412	-	   69.55	   42.50	  255.00	
1413	-	   46.36	    0.00	  115.91	
1414	-	    0.00	  233.75	   92.73	
1415	-	  115.91	  148.75	  185.45	
1416	-	   23.18	  148.75	  185.45	
1417	-	  115.91	    0.00	  255.00	
1418	-	  255.00	  233.75	  255.00	
1419	-	   69.55	  127.50	   69.55	
1420	-	  231.82	    0.00	  231.82	
1421	-	  208.64	    0.00	  162.27	
1422	-	  255.00	   63.75	  162.27	
1423	-	  255.00	   42.50	   46.36	
1424	-	  255.00	  191.25	  162.27	
1425	-	  208.64	  170.00	  115.91	
1426	-	  162.27	  255.00	  139.09	
1427	-	  115.91	  191.25	  255.00	
1428	-	  231.82	   85.00	   69.55	
1429	-	   46.36	   85.00	  231.82	
1430	-	  255.00	  212.50	  162.27	
1431	-	  162.27	    0.00	  115.91	
1432	-	  139.09	   85.00	   69.55	
1433	-	  162.27	   21.25	  185.45	
1434	-	  115.91	   85.00	  115.91	
1435	-	  135.35	  135.35	  165.42	
1436	-	  139.09	  191.25	   23.18	
1437	-	  255.00	   63.75	  255.00	
1438	-	   46.36	   42.50	   46.36	
1439	-	  185.45	   85.00	  255.00	
1440	-	   29.42	   35.96	   29.42	
1441	-	  162.27	  233.75	   46.36	
1442	-	  185.45	  170.00	  208.64	
1443	-	   92.73	   63.75	  115.91	
1444	-	   46.36	    0.00	   46.36	
1445	-	   46.36	  170.00	   23.18	
1446	-	   66.79	   66.79	   66.79	
1447	-	  185.45	   21.25	  185.45	
1448	-	   92.73	  148.75	    0.00	
1449	-	   46.36	  212.50	  162.27	
1450	-	  139.09	   63.75	  208.64	
1451	-	  115.91	  255.00	   46.36	
1452	-	  129.46	  129.46	  158.23	
1453	-	  139.09	  106.25	  231.82	
1454	-	   92.73	  191.25	  185.45	
1455	-	  162.27	  106.25	   92.73	
1456	-	   17.65	   17.65	   21.58	
1457	-	   92.73	  255.00	   92.73	
1458	-	   92.73	  127.50	  208.64	
1459	-	  115.91	  127.50	   23.18	
1460	-	   50.35	   41.19	   41.19	
1461	-	   69.55	  170.00	   92.73	
1462	-	  162.27	   63.75	   46.36	
1463	-	   92.73	  212.50	    0.00	
1464	-	  255.00	   63.75	  139.09	
1465	-	  139.09	  127.50	    0.00	
1466	-	   69.55	  170.00	  231.82	
1467	-	  139.09	   85.00	    0.00	
1468	-	   69.55	   85.00	  255.00	
1469	-	   92.73	  212.50	   23.18	
1470	-	  208.64	  212.50	  162.27	
1471	-	  231.82	    0.00	  115.91	
1472	-	  231.82	  255.00	   92.73	
1473	-	   23.18	   42.50	  139.09	
1474	-	   46.36	   63.75	   46.36	
1475	-	  115.91	  106.25	  255.00	
1476	-	    0.00	  170.00	    0.00	
1477	-	   23.18	  106.25	    0.00	
1478	-	  115.91	   42.50	  208.64	
1479	-	   23.18	  233.75	   69.55	
1480	-	  208.64	   63.75	  185.45	
1481	-	  139.09	  106.25	  139.09	
1482	-	  208.64	  191.25	  255.00	
1483	-	    0.00	   63.75	   92.73	
1484	-	  185.45	  233.75	   46.36	
1485	-	   23.18	  212.50	  208.64	
1486	-	  139.09	  106.25	  115.91	
1487	-	  255.00	  127.50	  139.09	
1488	-	  208.64	  148.75	  139.09	
1489	-	  231.82	  106.25	  162.27	
1490	-	   92.73	   42.50	   92.73	
1491	-	   92.73	   63.75	  208.64	
1492	-	  115.91	  148.75	  115.91	
1493	-	   69.55	   42.50	   46.36	
1494	-	  139.09	   85.00	   23.18	
1495	-	  139.09	  170.00	   92.73	
1496	-	  139.09	  170.00	  231.82	
1497	-	   92.73	    0.00	    0.00	
1498	-	  208.64	   63.75	  139.09	
1499	-	  208.64	  148.75	    0.00	
1500	-	   14.38	   11.77	   11.77	
1501	-	  162.27	    0.00	  231.82	
1502	-	  231.82	  148.75	   23.18	
1503	-	  139.09	   63.75	   69.55	
1504	-	   92.73	  106.25	  115.91	
1505	-	   46.36	    0.00	  255.00	
1506	-	  231.82	   21.25	  231.82	
1507	-	   46.36	   42.50	   92.73	
1508	-	  162.27	  127.50	    0.00	
1509	-	  255.00	  106.25	   92.73	
1510	-	  139.09	   42.50	  139.09	
1511	-	  115.91	  170.00	  115.91	
1512	-	  115.91	   63.75	    0.00	
1513	-	  231.82	  233.75	  255.00	
1514	-	   92.73	  106.25	   23.18	
1515	-	  223.62	  255.00	  223.62	
1516	-	    0.00	  170.00	   23.18	
1517	-	   23.18	    0.00	   92.73	
1518	-	   23.18	  255.00	  231.82	
1519	-	   46.36	   85.00	  208.64	
1520	-	   92.73	   85.00	   69.55	
1521	-	  185.45	  148.75	  115.91	
1522	-	  185.45	  170.00	  139.09	
1523	-	  162.27	  127.50	  231.82	
1524	-	  162.27	  233.75	  208.64	
1525	-	    0.00	  191.25	  255.00	
1526	-	  139.09	  191.25	  208.64	
1527	-	  231.82	    0.00	  162.27	
1528	-	   23.18	   42.50	   92.73	
1529	-	  139.09	  255.00	  185.45	
1530	-	  208.64	   63.75	   46.36	
1531	-	   46.36	  233.75	   23.18	
1532	-	   23.18	   21.25	   69.55	
1533	-	  162.27	  148.75	  185.45	
1534	-	   23.18	   63.75	  208.64	
1535	-	  231.82	  212.50	   92.73	
1536	-	  208.64	   85.00	  208.64	
1537	-	  231.82	  212.50	  255.00	
1538	-	   46.36	   21.25	  115.91	
1539	-	  231.82	   21.25	    0.00	
1540	-	   92.73	   63.75	   69.55	
1541	-	  231.82	  233.75	   92.73	
1542	-	  162.27	  212.50	   69.55	
1543	-	   46.36	  233.75	  208.64	
1544	-	  185.45	   42.50	  255.00	
1545	-	   92.73	  233.75	  115.91	
1546	-	   46.36	   42.50	  162.27	
1547	-	   92.73	  233.75	   46.36	
1548	-	   69.55	   85.00	  115.91	
1549	-	   23.18	  148.75	  115.91	
1550	-	    0.00	  191.25	  162.27	
1551	-	   92.73	  106.25	    0.00	
1552	-	  208.64	  127.50	  185.45	
1553	-	  255.00	  212.50	    0.00	
1554	-	   46.36	   21.25	  139.09	
1555	-	   23.18	   85.00	    0.00	
1556	-	  208.64	  233.75	  185.45	
1557	-	  162.27	    0.00	    0.00	
1558	-	   46.36	   42.50	  185.45	
1559	-	   69.55	  170.00	   69.55	
1560	-	  162.27	   63.75	  255.00	
1561	-	    0.00	  255.00	   23.18	
1562	-	   46.36	  212.50	   69.55	
1563	-	    0.00	  255.00	  208.64	
1564	-	  139.09	   21.25	   92.73	
1565	-	   46.36	  106.25	  255.00	
1566	-	    0.00	   85.00	   23.18	
1567	-	   92.73	  233.75	   23.18	
1568	-	   46.36	  212.50	  208.64	
1569	-	  185.45	  191.25	  115.91	
1570	-	   69.55	  212.50	   46.36	
1571	-	    0.00	  233.75	  231.82	
1572	-	  255.00	  170.00	  185.45	
1573	-	   46.36	   85.00	  255.00	
1574	-	    0.00	   42.50	  255.00	
1575	-	  139.09	  212.50	  208.64	
1576	-	   69.55	   21.25	  185.45	
1577	-	   69.55	   42.50	    0.00	
1578	-	  139.09	   42.50	   92.73	
1579	-	  117.69	  117.69	  143.85	
1580	-	  208.64	    0.00	  139.09	
1581	-	   92.73	  191.25	  139.09	
1582	-	  185.45	   85.00	   46.36	
1583	-	  231.82	   63.75	   23.18	
1584	-	  162.27	   85.00	    0.00	
1585	-	  185.45	   21.25	  255.00	
1586	-	  255.00	  255.00	   69.55	
1587	-	   69.55	   63.75	  139.09	
1588	-	  255.00	   63.75	   69.55	
1589	-	    0.00	   63.75	   69.55	
1590	-	   46.36	  233.75	  162.27	
1591	-	  255.00	  212.50	  231.82	
1592	-	  139.09	  191.25	   92.73	
1593	-	    0.00	  212.50	   69.55	
1594	-	  231.82	  106.25	  139.09	
1595	-	  231.82	  106.25	   46.36	
1596	-	  115.91	  106.25	  162.27	
1597	-	  115.91	  106.25	  208.64	
1598	-	    0.00	  127.50	   46.36	
1599	-	   92.73	  127.50	  185.45	
1600	-	  231.82	   42.50	   92.73	
1601	-	   92.73	  170.00	  185.45	
1602	-	   69.55	  233.75	  185.45	
1603	-	   23.18	   21.25	    0.00	
1604	-	   46.36	  233.75	   46.36	
1605	-	   23.18	  212.50	   23.18	
1606	-	  143.85	  117.69	  117.69	
1607	-	    0.00	  255.00	   46.36	
1608	-	   23.18	   21.25	  185.45	
1609	-	    0.00	  233.75	   46.36	
1610	-	  255.00	   42.50	    0.00	
1611	-	   92.73	   63.75	  185.45	
1612	-	  162.27	  191.25	  208.64	
1613	-	  185.45	  106.25	   69.55	
1614	-	  208.64	  212.50	   23.18	
1615	-	  255.00	  170.00	   46.36	
1616	-	   46.36	   63.75	    0.00	
1617	-	  208.64	  255.00	   46.36	
1618	-	  162.27	  148.75	  208.64	
1619	-	  255.00	  148.75	  139.09	
1620	-	    0.00	  255.00	  115.91	
1621	-	  208.64	  127.50	  208.64	
1622	-	   23.18	  191.25	  115.91	
1623	-	  162.27	    0.00	  185.45	
1624	-	   46.36	  170.00	   46.36	
1625	-	  185.45	  148.75	  208.64	
1626	-	  231.82	   42.50	  162.27	
1627	-	   69.55	  255.00	   92.73	
1628	-	  217.73	  255.00	  217.73	
1629	-	   92.73	  170.00	   92.73	
1630	-	  185.45	  148.75	  231.82	
1631	-	    0.00	  212.50	  255.00	
1632	-	  115.91	   42.50	   69.55	
1633	-	  115.91	   85.00	   69.55	
1634	-	   82.38	   82.38	  100.69	
1635	-	   46.36	    0.00	  208.64	
1636	-	    0.00	    0.00	   69.55	
1637	-	    0.00	  106.25	   69.55	
1638	-	  208.64	  106.25	   69.55	
1639	-	   92.73	   21.25	    0.00	
1640	-	  255.00	  170.00	    0.00	
1641	-	  139.09	   21.25	  255.00	
1642	-	   92.73	  127.50	   92.73	
1643	-	   92.73	  170.00	   69.55	
1644	-	  185.45	    0.00	  231.82	
1645	-	  115.91	  191.25	  139.09	
1646	-	  115.91	   63.75	  255.00	
1647	-	  231.82	   21.25	  185.45	
1648	-	  185.45	  255.00	  162.27	
1649	-	   23.18	  212.50	  185.45	
1650	-	   23.18	  170.00	   69.55	
1651	-	   92.73	  191.25	   92.73	
1652	-	  139.09	  191.25	  115.91	
1653	-	   23.18	  255.00	   23.18	
1654	-	   46.36	   85.00	   92.73	
1655	-	  255.00	  148.75	  162.27	
1656	-	   23.18	   42.50	  255.00	
1657	-	  162.27	  255.00	  208.64	
1658	-	  208.64	  170.00	  231.82	
1659	-	  231.82	  148.75	  162.27	
1660	-	  255.00	   21.25	   69.55	
1661	-	  162.27	  170.00	   23.18	
1662	-	  115.91	  127.50	  139.09	
1663	-	   23.18	  127.50	   46.36	
1664	-	  139.09	  255.00	    0.00	
1665	-	  115.36	  115.36	  115.36	
1666	-	  139.09	  233.75	   69.55	
1667	-	  139.09	  106.25	   92.73	
1668	-	   92.73	   63.75	  162.27	
1669	-	  115.91	  191.25	  208.64	
1670	-	   46.36	  148.75	  185.45	
1671	-	  255.00	  170.00	  139.09	
1672	-	  231.82	  212.50	   46.36	
1673	-	  162.27	  255.00	   92.73	
1674	-	  163.93	  163.93	  163.93	
1675	-	   69.55	  106.25	  208.64	
1676	-	   46.36	    0.00	  231.82	
1677	-	   69.55	  106.25	  115.91	
1678	-	   92.73	  148.75	  115.91	
1679	-	  185.45	  170.00	   23.18	
1680	-	  115.91	  212.50	  115.91	
1681	-	  121.43	  121.43	  121.43	
1682	-	   92.73	  148.75	  255.00	
1683	-	    0.00	  106.25	  208.64	
1684	-	   23.18	  191.25	   23.18	
1685	-	  231.82	   42.50	  115.91	
1686	-	   46.36	   63.75	   69.55	
1687	-	   92.73	   63.75	  139.09	
1688	-	  211.85	  211.85	  255.00	
1689	-	  185.45	   85.00	  162.27	
1690	-	  231.82	   21.25	  115.91	
1691	-	  139.09	   21.25	   23.18	
1692	-	    0.00	  127.50	    0.00	
1693	-	  162.27	   63.75	    0.00	
1694	-	  115.91	   21.25	  139.09	
1695	-	  208.64	  191.25	  185.45	
1696	-	   92.73	  148.75	  185.45	
1697	-	  255.00	  233.75	  185.45	
1698	-	   23.18	  233.75	    0.00	
1699	-	  231.82	   85.00	  185.45	
1700	-	  231.82	  127.50	  208.64	
1701	-	  231.82	  148.75	   69.55	
1702	-	  115.91	  127.50	  208.64	
1703	-	    0.00	   63.75	  231.82	
1704	-	  208.64	  148.75	  115.91	
1705	-	  255.00	  106.25	  185.45	
1706	-	   23.18	  212.50	  115.91	
1707	-	  208.64	  170.00	  162.27	
1708	-	   69.55	  212.50	  115.91	
1709	-	   92.73	  255.00	  185.45	
1710	-	   23.18	  170.00	   46.36	
1711	-	  162.27	  106.25	   23.18	
1712	-	   46.36	  127.50	  255.00	
1713	-	  139.09	  212.50	  255.00	
1714	-	  162.27	  106.25	  255.00	
1715	-	  231.82	   85.00	  231.82	
1716	-	  185.45	  255.00	   92.73	
1717	-	  208.64	  148.75	   46.36	
1718	-	  115.91	  170.00	   23.18	
1719	-	  255.00	  191.25	  185.45	
1720	-	  255.00	    0.00	   92.73	
1721	-	  208.64	  233.75	   69.55	
1722	-	    0.00	  106.25	  139.09	
1723	-	   69.55	  148.75	  208.64	
1724	-	   23.18	  170.00	   23.18	
1725	-	  139.09	   42.50	    0.00	
1726	-	  255.00	   21.25	  185.45	
1727	-	  185.45	  212.50	  115.91	
1728	-	  231.82	  170.00	  115.91	
1729	-	   69.55	  170.00	   23.18	
1730	-	    0.00	   63.75	  139.09	
1731	-	   23.18	   42.50	    0.00	
1732	-	  139.09	   85.00	  139.09	
1733	-	  185.45	  106.25	  185.45	
1734	-	   23.18	  106.25	  255.00	
1735	-	  139.09	   42.50	  208.64	
1736	-	    0.00	  191.25	  185.45	
1737	-	   69.55	   85.00	   92.73	
1738	-	   79.12	   64.73	   64.73	
1739	-	   69.55	  127.50	  255.00	
1740	-	  139.09	  255.00	  231.82	
1741	-	  208.64	   21.25	    0.00	
1742	-	    0.00	  255.00	  185.45	
1743	-	  194.19	  237.35	  194.19	
1744	-	   46.36	  233.75	   92.73	
1745	-	   92.73	  106.25	   69.55	
1746	-	  231.82	   85.00	  162.27	
1747	-	  231.82	   85.00	  115.91	
1748	-	  255.00	  191.25	   23.18	
1749	-	  208.64	   42.50	   69.55	
1750	-	   23.18	    0.00	   69.55	
1751	-	   92.73	  212.50	  185.45	
1752	-	  185.45	  127.50	   92.73	
1753	-	   46.36	  148.75	   92.73	
1754	-	  139.09	  233.75	  139.09	
1755	-	   88.27	  107.88	   88.27	
1756	-	  139.09	  106.25	  162.27	
1757	-	   23.18	  255.00	  162.27	
1758	-	  231.82	  127.50	    0.00	
1759	-	  255.00	  191.25	   46.36	
1760	-	   23.18	  212.50	  139.09	
1761	-	    0.00	   63.75	  208.64	
1762	-	  231.82	  170.00	  162.27	
1763	-	   46.36	   21.25	  185.45	
1764	-	    0.00	  127.50	  162.27	
1765	-	   64.73	   79.12	   64.73	
1766	-	  115.91	  233.75	  231.82	
1767	-	  231.82	  212.50	  208.64	
1768	-	  208.64	   21.25	  185.45	
1769	-	   64.73	   52.96	   52.96	
1770	-	    0.00	   85.00	  255.00	
1771	-	   92.73	  212.50	  208.64	
1772	-	  162.27	  255.00	   69.55	
1773	-	   69.55	   21.25	  162.27	
1774	-	   41.19	   50.35	   41.19	
1775	-	  162.27	    0.00	  255.00	
1776	-	  231.82	    0.00	  139.09	
1777	-	  139.09	  255.00	   92.73	
1778	-	   69.55	  233.75	  208.64	
1779	-	   11.77	   11.77	   14.38	
1780	-	  185.45	   63.75	  231.82	
1781	-	  231.82	  255.00	  185.45	
1782	-	  162.27	  233.75	  185.45	
1783	-	  162.27	  212.50	  162.27	
1784	-	  255.00	  233.75	  231.82	
1785	-	   92.73	   63.75	   92.73	
1786	-	  162.27	   42.50	  231.82	
1787	-	  231.82	  148.75	  185.45	
1788	-	  115.91	   21.25	  255.00	
1789	-	   92.73	  233.75	  231.82	
1790	-	  139.09	   21.25	  115.91	
1791	-	   92.73	  255.00	  231.82	
1792	-	   92.73	  255.00	  255.00	
1793	-	  162.27	  233.75	  139.09	
1794	-	   46.36	  106.25	  162.27	
1795	-	  231.82	  212.50	  162.27	
1796	-	   23.18	  127.50	   92.73	
1797	-	   42.50	   42.50	   42.50	
1798	-	  139.09	   85.00	  162.27	
1799	-	  115.91	   42.50	    0.00	
1800	-	  185.45	   21.25	  115.91	
1801	-	   69.55	    0.00	  208.64	
1802	-	   69.55	  148.75	  231.82	
1803	-	  231.82	  191.25	  208.64	
1804	-	  224.64	  224.64	  224.64	
1805	-	  185.45	  255.00	   69.55	
1806	-	  185.45	  127.50	  162.27	
1807	-	   46.36	  191.25	  231.82	
1808	-	    0.00	    0.00	   23.18	
1809	-	  185.45	  191.25	  185.45	
1810	-	  162.27	  212.50	  231.82	
1811	-	   69.55	  233.75	  231.82	
1812	-	   92.73	  170.00	  115.91	
1813	-	  185.45	  127.50	  208.64	
1814	-	  162.27	   21.25	  255.00	
1815	-	  139.09	  148.75	   69.55	
1816	-	  162.27	  170.00	    0.00	
1817	-	   69.55	  191.25	  162.27	
1818	-	    7.19	    5.88	    5.88	
1819	-	  255.00	  148.75	  115.91	
1820	-	    0.00	  127.50	   92.73	
1821	-	   23.18	  170.00	  231.82	
1822	-	   23.18	  191.25	    0.00	
1823	-	  255.00	  106.25	  139.09	
1824	-	  255.00	  127.50	  208.64	
1825	-	   46.36	   63.75	  115.91	
1826	-	    0.00	  106.25	   46.36	
1827	-	    0.00	  212.50	  115.91	
1828	-	  255.00	   85.00	   92.73	
1829	-	  139.09	  233.75	  185.45	
1830	-	   46.36	  170.00	  185.45	
1831	-	   69.55	   63.75	   92.73	
1832	-	  185.45	  191.25	  139.09	
1833	-	  185.45	  212.50	   46.36	
1834	-	  162.27	  127.50	  185.45	
1835	-	  162.27	   21.25	    0.00	
1836	-	   23.18	  191.25	  185.45	
1837	-	  122.27	  100.04	  100.04	
1838	-	   23.18	  170.00	  255.00	
1839	-	   69.55	  106.25	  185.45	
1840	-	  208.64	  127.50	   23.18	
1841	-	  208.64	   85.00	  185.45	
1842	-	  115.91	  255.00	   23.18	
1843	-	  185.45	  255.00	   46.36	
1844	-	  162.27	   42.50	  185.45	
1845	-	  115.91	  191.25	   23.18	
1846	-	  162.27	  106.25	  115.91	
1847	-	  255.00	  106.25	  115.91	
1848	-	  185.45	   42.50	   23.18	
1849	-	  231.82	   21.25	   46.36	
1850	-	   48.57	   48.57	   48.57	
1851	-	    0.00	   21.25	   92.73	
1852	-	    0.00	  191.25	   69.55	
1853	-	  231.82	  170.00	    0.00	
1854	-	   92.73	  191.25	  115.91	
1855	-	  231.82	  191.25	   46.36	
1856	-	  231.82	  148.75	   92.73	
1857	-	   92.73	  127.50	   46.36	
1858	-	  208.64	  127.50	    0.00	
1859	-	  255.00	  211.85	  211.85	
1860	-	  115.91	   42.50	   23.18	
1861	-	  115.91	  255.00	   69.55	
1862	-	  162.27	  148.75	   92.73	
1863	-	    0.00	   63.75	  185.45	
1864	-	  185.45	  127.50	  139.09	
1865	-	   69.55	    0.00	  115.91	
1866	-	  231.82	   21.25	   69.55	
1867	-	  115.91	  148.75	   23.18	
1868	-	   23.18	   63.75	   69.55	
1869	-	  115.91	  106.25	   92.73	
1870	-	   24.29	   24.29	   24.29	
1871	-	   46.36	  148.75	  139.09	
1872	-	  208.64	  170.00	    0.00	
1873	-	   46.36	    0.00	  185.45	
1874	-	  255.00	  106.25	   69.55	
1875	-	  185.45	  233.75	  208.64	
1876	-	  231.82	  255.00	  139.09	
1877	-	  185.45	  233.75	  185.45	
1878	-	   69.55	  127.50	  139.09	
1879	-	  208.64	   42.50	  115.91	
1880	-	   92.73	   63.75	   23.18	
1881	-	  231.82	   42.50	    0.00	
1882	-	   69.55	   85.00	   23.18	
1883	-	  208.64	  170.00	   92.73	
1884	-	   23.18	  255.00	  185.45	
1885	-	   46.36	  127.50	  162.27	
1886	-	  255.00	  212.50	   46.36	
1887	-	  255.00	   63.75	  208.64	
1888	-	   46.36	  212.50	  139.09	
1889	-	  162.27	  127.50	  115.91	
1890	-	   92.73	    0.00	   92.73	
1891	-	  208.64	  212.50	   46.36	
1892	-	   23.18	   85.00	  162.27	
1893	-	  255.00	  127.50	  185.45	
1894	-	  115.91	  233.75	  162.27	
1895	-	  208.64	  255.00	  231.82	
1896	-	  115.91	  255.00	   92.73	
1897	-	  162.27	  212.50	   23.18	
1898	-	  162.27	  127.50	  255.00	
1899	-	  115.91	  255.00	  115.91	
1900	-	    0.00	    0.00	  139.09	
1901	-	   92.73	   21.25	  139.09	
1902	-	  115.91	   42.50	  185.45	
1903	-	   46.36	  106.25	   23.18	
1904	-	   92.73	  191.25	  208.64	
1905	-	  115.91	   85.00	  185.45	
1906	-	  185.45	    0.00	   92.73	
1907	-	    0.00	   42.50	  115.91	
1908	-	  208.64	   63.75	  115.91	
1909	-	  208.64	  148.75	  208.64	
1910	-	   69.55	  106.25	  255.00	
1911	-	  231.82	    0.00	    0.00	
1912	-	  185.45	   85.00	  139.09	
1913	-	    0.00	   21.25	   69.55	
1914	-	  115.91	  233.75	   92.73	
1915	-	  162.27	  148.75	   23.18	
1916	-	  255.00	   42.50	  139.09	
1917	-	   23.18	    0.00	  185.45	
1918	-	  162.27	  106.25	  139.09	
1919	-	  115.91	  212.50	   46.36	
1920	-	    0.00	   21.25	  115.91	
1921	-	   46.36	  170.00	    0.00	
1922	-	  185.45	   42.50	    0.00	
1923	-	   92.73	  191.25	   46.36	
1924	-	   46.36	  148.75	   23.18	
1925	-	  162.27	    0.00	  139.09	
1926	-	  162.27	  212.50	  115.91	
1927	-	  162.27	  255.00	  115.91	
1928	-	   92.73	    0.00	   46.36	
1929	-	  139.09	  255.00	   46.36	
1930	-	  231.82	  127.50	   23.18	
1931	-	  208.64	   21.25	  231.82	
1932	-	  255.00	  212.50	  139.09	
1933	-	  231.82	  233.75	  185.45	
1934	-	  231.82	   63.75	  208.64	
1935	-	  141.23	  172.62	  141.23	
1936	-	   69.55	  233.75	   46.36	
1937	-	  158.23	  129.46	  129.46	
1938	-	  185.45	   85.00	  185.45	
1939	-	  129.46	  105.92	  105.92	
1940	-	   92.73	    0.00	  208.64	
1941	-	  157.86	  157.86	  157.86	
1942	-	  139.09	  106.25	    0.00	
1943	-	  115.91	   21.25	  185.45	
1944	-	   23.18	   42.50	   23.18	
1945	-	  162.27	    0.00	   69.55	
1946	-	   23.18	   63.75	   46.36	
1947	-	  185.45	  212.50	  231.82	
1948	-	  139.09	  212.50	  162.27	
1949	-	  162.27	  127.50	  139.09	
1950	-	  139.09	  170.00	   23.18	
1951	-	  115.91	  148.75	   92.73	
1952	-	   69.55	   63.75	    0.00	
1953	-	  255.00	  191.25	  255.00	
1954	-	   69.55	  170.00	  115.91	
1955	-	  139.09	  148.75	    0.00	
1956	-	    0.00	   42.50	  185.45	
1957	-	  115.91	   42.50	  231.82	
1958	-	  139.09	  212.50	  139.09	
1959	-	  255.00	  148.75	   46.36	
1960	-	   92.73	  191.25	  231.82	
