CGATS.17

ORIGINATOR	"i1Profiler - X-Rite, Inc."
INSTRUMENTATION	"i1Pro 3 ; Serial number 0"
DESCRIPTOR	"Chart 2033 Patches"
FILTER	""
CREATED		"2025-04-06T20:23:11"

NUMBER_OF_FIELDS	5
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	RGB_R	RGB_G	RGB_B	
END_DATA_FORMAT

NUMBER_OF_SETS	2033
BEGIN_DATA
633	-	  139.09	  191.25	  255.00	
634	-	   72.86	   72.86	   72.86	
635	-	   23.18	  191.25	  208.64	
636	-	   46.36	  170.00	  208.64	
637	-	   23.18	   21.25	  208.64	
638	-	    0.00	  255.00	  231.82	
639	-	  208.64	  191.25	   23.18	
640	-	  185.45	  233.75	   23.18	
641	-	    0.00	  212.50	  208.64	
642	-	   23.18	    0.00	  208.64	
643	-	  255.00	    0.00	  139.09	
644	-	  208.64	  255.00	  255.00	
645	-	  208.64	  170.00	  185.45	
646	-	  231.82	    0.00	  255.00	
647	-	  115.91	  148.75	  139.09	
648	-	  139.09	  127.50	  115.91	
649	-	   46.36	   85.00	  139.09	
650	-	  162.27	  212.50	   46.36	
651	-	   92.73	  106.25	  255.00	
652	-	  162.27	   21.25	  115.91	
653	-	  185.45	  170.00	   92.73	
654	-	  170.65	  170.65	  208.58	
655	-	   23.18	  127.50	   23.18	
656	-	  139.09	   85.00	   46.36	
657	-	   46.36	  127.50	  185.45	
658	-	   23.18	  212.50	  162.27	
659	-	  162.27	   85.00	   69.55	
660	-	  115.91	   63.75	   92.73	
661	-	    0.00	  127.50	  208.64	
662	-	    0.00	   85.00	  185.45	
663	-	  185.45	    0.00	  208.64	
664	-	    0.00	   63.75	  115.91	
665	-	  255.00	  212.50	  115.91	
666	-	    0.00	   42.50	  231.82	
667	-	   46.36	  127.50	   69.55	
668	-	   23.18	   85.00	   69.55	
669	-	  147.12	  147.12	  179.81	
670	-	    0.00	   21.25	    0.00	
671	-	    0.00	  106.25	    0.00	
672	-	  115.91	    0.00	  231.82	
673	-	   35.31	   43.15	   35.31	
674	-	  244.54	  200.08	  200.08	
675	-	  139.09	    0.00	  255.00	
676	-	  139.09	   42.50	   23.18	
677	-	  185.45	  212.50	   92.73	
678	-	  231.82	   85.00	   46.36	
679	-	  139.09	  170.00	  208.64	
680	-	  115.91	  106.25	    0.00	
681	-	  231.82	   42.50	  139.09	
682	-	  185.45	   21.25	   92.73	
683	-	   23.18	  127.50	   69.55	
684	-	   92.73	   21.25	   46.36	
685	-	  208.58	  170.65	  170.65	
686	-	   92.73	  212.50	   46.36	
687	-	   46.36	   21.25	    0.00	
688	-	  162.27	  170.00	  115.91	
689	-	  255.00	   85.00	  115.91	
690	-	  139.09	  127.50	   92.73	
691	-	  115.91	    0.00	  139.09	
692	-	  255.00	   85.00	    0.00	
693	-	   69.55	  191.25	   46.36	
694	-	  208.64	  170.00	   69.55	
695	-	   23.18	  191.25	   69.55	
696	-	   92.73	  212.50	  231.82	
697	-	   69.55	  212.50	   92.73	
698	-	   69.55	  127.50	   92.73	
699	-	   69.55	    0.00	    0.00	
700	-	  255.00	  233.75	  139.09	
701	-	   92.73	  106.25	  139.09	
702	-	  255.00	  148.75	  208.64	
703	-	  185.45	  233.75	  139.09	
704	-	  185.45	  148.75	   46.36	
705	-	   23.18	  106.25	  115.91	
706	-	   46.36	    0.00	    0.00	
707	-	   46.36	  127.50	  231.82	
708	-	   69.55	  233.75	   69.55	
709	-	  185.45	  127.50	  115.91	
710	-	   69.55	   42.50	  162.27	
711	-	    0.00	  191.25	  115.91	
712	-	  208.64	   42.50	  185.45	
713	-	    0.00	  255.00	   69.55	
714	-	  115.91	  212.50	  231.82	
715	-	    0.00	   85.00	   46.36	
716	-	    0.00	  191.25	   46.36	
717	-	   69.55	   21.25	   46.36	
718	-	  162.27	  212.50	  255.00	
719	-	   92.73	  233.75	   92.73	
720	-	  185.45	  191.25	   46.36	
721	-	  139.09	    0.00	    0.00	
722	-	   92.73	  255.00	    0.00	
723	-	   92.73	   85.00	  208.64	
724	-	    0.00	  106.25	   92.73	
725	-	  208.64	  212.50	  185.45	
726	-	   23.18	    0.00	  255.00	
727	-	  255.00	   85.00	  208.64	
728	-	  139.09	    0.00	  139.09	
729	-	  208.64	  148.75	   92.73	
730	-	    0.00	  148.75	   46.36	
731	-	   69.55	  212.50	  139.09	
732	-	  208.64	   42.50	   23.18	
733	-	  162.27	  106.25	  208.64	
734	-	  139.09	   42.50	  185.45	
735	-	   46.36	  127.50	  115.91	
736	-	   23.18	  127.50	    0.00	
737	-	   92.73	   42.50	   46.36	
738	-	   46.36	  127.50	   23.18	
739	-	  255.00	   21.25	  139.09	
740	-	    0.00	  106.25	  255.00	
741	-	  162.27	  106.25	  162.27	
742	-	   23.18	  255.00	  208.64	
743	-	  194.19	  158.88	  158.88	
744	-	  255.00	   21.25	    0.00	
745	-	  255.00	  170.00	  231.82	
746	-	   93.50	   76.50	   76.50	
747	-	  217.73	  217.73	  255.00	
748	-	  208.64	  106.25	   46.36	
749	-	   35.31	   35.31	   43.15	
750	-	  139.09	   21.25	   69.55	
751	-	   23.54	   23.54	   28.77	
752	-	  115.91	  127.50	   92.73	
753	-	   23.18	  233.75	  185.45	
754	-	  208.64	   21.25	  208.64	
755	-	  231.82	  233.75	  208.64	
756	-	    0.00	   42.50	   46.36	
757	-	   23.18	  255.00	  115.91	
758	-	  139.09	  233.75	  255.00	
759	-	  162.27	    0.00	   23.18	
760	-	  115.91	  148.75	  162.27	
761	-	   23.18	   85.00	  231.82	
762	-	   46.36	   42.50	  208.64	
763	-	  115.91	   63.75	  115.91	
764	-	  185.45	   21.25	   23.18	
765	-	  170.00	  170.00	  170.00	
766	-	  162.27	   42.50	    0.00	
767	-	  208.64	  233.75	   23.18	
768	-	  162.27	   42.50	  162.27	
769	-	  139.09	  106.25	  208.64	
770	-	    0.00	  106.25	  185.45	
771	-	  231.82	   21.25	   92.73	
772	-	  208.64	  212.50	  139.09	
773	-	  115.91	  148.75	  231.82	
774	-	   92.73	   42.50	  208.64	
775	-	   46.36	  148.75	   69.55	
776	-	  208.64	  191.25	  115.91	
777	-	  255.00	  127.50	   92.73	
778	-	   92.73	  127.50	  115.91	
779	-	  162.27	   85.00	  139.09	
780	-	   23.18	   42.50	  208.64	
781	-	  208.64	  191.25	   92.73	
782	-	   69.55	   85.00	  208.64	
783	-	  185.45	   21.25	  162.27	
784	-	  139.09	  170.00	  255.00	
785	-	  255.00	   85.00	   69.55	
786	-	  208.64	   63.75	    0.00	
787	-	  194.19	  194.19	  237.35	
788	-	   92.73	   42.50	  139.09	
789	-	  218.57	  218.57	  218.57	
790	-	  208.64	  170.00	   23.18	
791	-	  185.45	   63.75	    0.00	
792	-	   71.92	   58.85	   58.85	
793	-	   23.18	   42.50	   69.55	
794	-	  162.27	  191.25	  231.82	
795	-	   46.36	  191.25	  162.27	
796	-	   46.36	  106.25	  115.91	
797	-	  139.09	  191.25	  185.45	
798	-	  115.91	  106.25	  139.09	
799	-	  231.82	   85.00	    0.00	
800	-	   46.36	  106.25	  185.45	
801	-	  187.00	  153.00	  153.00	
802	-	   69.55	  191.25	  185.45	
803	-	  208.64	   21.25	  255.00	
804	-	   92.73	  255.00	   23.18	
805	-	  231.82	  255.00	  208.64	
806	-	  231.82	  233.75	   23.18	
807	-	  162.27	  106.25	  231.82	
808	-	    0.00	  255.00	   92.73	
809	-	  115.91	   63.75	   69.55	
810	-	   23.18	  255.00	   69.55	
811	-	  208.64	  255.00	  185.45	
812	-	  115.91	  127.50	    0.00	
813	-	   46.36	   85.00	   23.18	
814	-	   69.55	    0.00	  231.82	
815	-	   69.55	   85.00	   46.36	
816	-	  139.09	  106.25	   23.18	
817	-	  115.91	  233.75	   69.55	
818	-	  115.91	  255.00	  139.09	
819	-	  231.82	   63.75	  231.82	
820	-	   21.58	   17.65	   17.65	
821	-	  208.64	   85.00	   92.73	
822	-	  208.64	  106.25	  115.91	
823	-	   46.36	   21.25	   69.55	
824	-	  141.23	  141.23	  172.62	
825	-	  139.09	   63.75	  115.91	
826	-	   46.36	  148.75	    0.00	
827	-	   46.36	  233.75	  231.82	
828	-	  185.45	  233.75	  255.00	
829	-	   46.36	  148.75	  162.27	
830	-	   46.36	   85.00	   69.55	
831	-	  255.00	  191.25	   69.55	
832	-	  208.64	   63.75	  255.00	
833	-	    0.00	  148.75	  185.45	
834	-	   92.73	  255.00	  208.64	
835	-	  162.27	  233.75	   23.18	
836	-	   23.18	  233.75	  162.27	
837	-	   46.36	  127.50	   46.36	
838	-	   69.55	  106.25	   46.36	
839	-	   23.18	  148.75	  208.64	
840	-	  185.45	   42.50	  115.91	
841	-	    0.00	  148.75	  139.09	
842	-	  139.09	  212.50	   69.55	
843	-	  255.00	  212.50	  185.45	
844	-	  139.09	  212.50	  231.82	
845	-	    0.00	    0.00	   92.73	
846	-	  208.64	   85.00	  115.91	
847	-	   69.55	  212.50	   69.55	
848	-	   69.55	   42.50	  115.91	
849	-	  139.09	  106.25	  255.00	
850	-	  162.27	  127.50	   69.55	
851	-	  185.45	   63.75	   23.18	
852	-	  208.64	   21.25	   46.36	
853	-	    0.00	  170.00	   92.73	
854	-	  255.00	  106.25	  208.64	
855	-	  231.82	  106.25	  231.82	
856	-	   23.18	  233.75	  139.09	
857	-	  208.64	  191.25	   46.36	
858	-	  117.69	  143.85	  117.69	
859	-	   23.18	   63.75	  115.91	
860	-	   23.18	  106.25	   92.73	
861	-	  248.93	  248.93	  248.93	
862	-	   23.18	  233.75	  255.00	
863	-	  115.91	  127.50	  162.27	
864	-	  162.27	  191.25	  162.27	
865	-	  231.82	  212.50	  231.82	
866	-	  115.91	  170.00	  208.64	
867	-	  185.45	  127.50	  185.45	
868	-	  100.04	  122.27	  100.04	
869	-	    0.00	   21.25	  231.82	
870	-	   69.55	  255.00	  208.64	
871	-	  139.09	   63.75	  255.00	
872	-	  162.27	  127.50	  162.27	
873	-	   23.18	    0.00	    0.00	
874	-	  185.45	   63.75	  139.09	
875	-	  115.91	  170.00	    0.00	
876	-	  115.91	  191.25	   46.36	
877	-	   69.55	  212.50	  185.45	
878	-	  162.27	  212.50	  139.09	
879	-	  208.64	  127.50	  115.91	
880	-	  162.27	    0.00	  162.27	
881	-	   92.73	   63.75	  231.82	
882	-	   69.55	  212.50	  255.00	
883	-	  208.64	    0.00	   46.36	
884	-	  139.09	  255.00	  115.91	
885	-	  115.91	   21.25	  115.91	
886	-	   46.36	  170.00	   92.73	
887	-	   23.18	  170.00	  115.91	
888	-	  162.27	   42.50	  139.09	
889	-	  139.09	  191.25	   46.36	
890	-	   46.36	    0.00	   69.55	
891	-	   46.36	  212.50	  115.91	
892	-	   69.55	  170.00	  139.09	
893	-	  231.82	  148.75	  139.09	
894	-	   69.55	    0.00	   46.36	
895	-	  255.00	  212.50	   92.73	
896	-	  255.00	   42.50	  255.00	
897	-	  231.82	  170.00	   23.18	
898	-	   23.18	  170.00	  185.45	
899	-	   69.55	  255.00	  162.27	
900	-	  115.91	  233.75	  139.09	
901	-	  162.27	   63.75	  139.09	
902	-	   92.73	   21.25	   23.18	
903	-	  115.91	   63.75	   23.18	
904	-	   46.36	   63.75	   23.18	
905	-	   92.73	   63.75	    0.00	
906	-	    0.00	  170.00	  139.09	
907	-	  185.45	   21.25	    0.00	
908	-	  115.91	  212.50	  139.09	
909	-	  115.91	    0.00	  208.64	
910	-	  185.45	  191.25	  255.00	
911	-	  185.45	    0.00	   69.55	
912	-	  185.45	  212.50	  162.27	
913	-	  115.91	   63.75	  139.09	
914	-	  115.91	  212.50	   92.73	
915	-	  231.82	   85.00	  208.64	
916	-	  133.57	  133.57	  133.57	
917	-	   23.18	   63.75	  231.82	
918	-	  255.00	  170.00	   69.55	
919	-	  208.64	  148.75	   23.18	
920	-	  185.45	  233.75	  231.82	
921	-	  162.27	   21.25	  162.27	
922	-	  208.64	  127.50	  139.09	
923	-	   46.36	  255.00	   23.18	
924	-	   23.18	   42.50	  115.91	
925	-	  231.82	  170.00	   69.55	
926	-	   46.36	  233.75	    0.00	
927	-	  255.00	   21.25	  208.64	
928	-	  208.64	  106.25	  231.82	
929	-	  208.64	   21.25	  139.09	
930	-	  231.82	  148.75	  208.64	
931	-	   85.00	   85.00	   85.00	
932	-	  162.27	  148.75	  162.27	
933	-	  208.64	    0.00	  185.45	
934	-	   92.73	    0.00	    0.00	
935	-	  255.00	    0.00	   69.55	
936	-	  255.00	   85.00	   23.18	
937	-	   92.73	  148.75	  208.64	
938	-	  115.91	   42.50	   46.36	
939	-	  255.00	   21.25	   92.73	
940	-	    0.00	   42.50	    0.00	
941	-	  208.64	  255.00	    0.00	
942	-	   46.36	   63.75	  255.00	
943	-	  139.09	  170.00	    0.00	
944	-	    0.00	  148.75	  115.91	
945	-	   46.36	  255.00	  139.09	
946	-	   46.36	  191.25	  255.00	
947	-	  185.45	  212.50	  185.45	
948	-	  162.27	  170.00	  162.27	
949	-	  139.09	    0.00	  115.91	
950	-	    0.00	  148.75	  255.00	
951	-	    0.00	   85.00	   92.73	
952	-	   69.55	  191.25	   69.55	
953	-	  139.09	  255.00	  139.09	
954	-	  164.77	  164.77	  201.38	
955	-	   46.36	   42.50	   69.55	
956	-	  115.91	  170.00	  139.09	
957	-	  255.00	   63.75	  115.91	
958	-	   23.18	   85.00	  255.00	
959	-	   46.36	  255.00	  162.27	
960	-	  115.91	  212.50	    0.00	
961	-	  185.45	  106.25	   23.18	
962	-	   92.73	  212.50	  162.27	
963	-	   46.36	  106.25	  231.82	
964	-	  182.42	  182.42	  222.96	
965	-	  158.88	  158.88	  194.19	
966	-	    0.00	   85.00	  139.09	
967	-	  115.91	  148.75	  255.00	
968	-	  185.45	  191.25	  162.27	
969	-	  115.91	  212.50	   23.18	
970	-	  162.27	   85.00	   92.73	
971	-	  200.08	  244.54	  200.08	
972	-	  185.45	  191.25	  208.64	
973	-	  231.82	  127.50	  115.91	
974	-	  139.09	   42.50	   46.36	
975	-	  139.09	  191.25	  139.09	
976	-	    0.00	  127.50	  115.91	
977	-	   46.36	  106.25	  139.09	
978	-	  115.91	  191.25	  115.91	
979	-	  139.09	  212.50	   46.36	
980	-	  139.09	    0.00	   92.73	
981	-	  231.82	  148.75	   46.36	
982	-	  208.64	  233.75	   92.73	
983	-	    6.07	    6.07	    6.07	
984	-	   92.73	  255.00	  139.09	
985	-	  231.82	   21.25	   23.18	
986	-	   46.36	  233.75	  185.45	
987	-	  115.91	   21.25	  162.27	
988	-	   92.73	  170.00	  208.64	
989	-	  185.45	   85.00	   69.55	
990	-	    0.00	   42.50	  139.09	
991	-	  208.64	  255.00	  115.91	
992	-	   69.55	   42.50	  208.64	
993	-	  115.91	   85.00	   46.36	
994	-	   69.55	  127.50	  185.45	
995	-	   23.18	  148.75	  231.82	
996	-	   46.36	   63.75	  231.82	
997	-	  162.27	  191.25	    0.00	
998	-	    0.00	  233.75	  208.64	
999	-	   69.55	   63.75	   23.18	
1000	-	   46.36	   21.25	  208.64	
1001	-	   97.14	   97.14	   97.14	
1002	-	  208.64	    0.00	  208.64	
1003	-	  185.45	   42.50	   46.36	
1004	-	   23.18	  191.25	  162.27	
1005	-	  115.91	   21.25	   23.18	
1006	-	   69.55	  255.00	    0.00	
1007	-	  109.29	  109.29	  109.29	
1008	-	  208.64	  255.00	   92.73	
1009	-	  208.64	  170.00	  255.00	
1010	-	  185.45	  170.00	  185.45	
1011	-	  115.91	  212.50	  255.00	
1012	-	  255.00	  127.50	  255.00	
1013	-	  231.82	   85.00	   23.18	
1014	-	  255.00	  255.00	  255.00	
1015	-	  139.09	  170.00	  139.09	
1016	-	   46.36	   42.50	  115.91	
1017	-	   46.36	  212.50	   23.18	
1018	-	   23.18	  106.25	  185.45	
1019	-	  231.82	  255.00	  255.00	
1020	-	  185.45	    0.00	  185.45	
1021	-	   92.73	  127.50	  162.27	
1022	-	   58.85	   71.92	   58.85	
1023	-	   23.18	   63.75	  255.00	
1024	-	  139.09	   21.25	   46.36	
1025	-	   92.73	   85.00	  231.82	
1026	-	   46.36	   21.25	   23.18	
1027	-	  211.85	  255.00	  211.85	
1028	-	  115.91	  191.25	  231.82	
1029	-	   69.55	  170.00	  185.45	
1030	-	  139.09	  170.00	   46.36	
1031	-	  139.09	  255.00	   23.18	
1032	-	  230.71	  230.71	  230.71	
1033	-	  231.82	    0.00	  208.64	
1034	-	   60.71	   60.71	   60.71	
1035	-	  139.09	   42.50	  115.91	
1036	-	  231.82	   63.75	   92.73	
1037	-	  185.45	  127.50	  231.82	
1038	-	  185.45	   21.25	  139.09	
1039	-	  139.09	   63.75	   23.18	
1040	-	  185.45	   42.50	   92.73	
1041	-	  231.82	  212.50	  185.45	
1042	-	   69.55	    0.00	   92.73	
1043	-	  231.82	  170.00	  231.82	
1044	-	   92.73	  106.25	  162.27	
1045	-	   17.65	   21.58	   17.65	
1046	-	  185.45	  233.75	    0.00	
1047	-	   92.73	   85.00	   46.36	
1048	-	   70.62	   86.31	   70.62	
1049	-	  208.64	   42.50	  231.82	
1050	-	  115.91	   85.00	  162.27	
1051	-	  162.27	   63.75	   92.73	
1052	-	  139.09	    0.00	  208.64	
1053	-	  255.00	  127.50	  115.91	
1054	-	  231.82	  127.50	   46.36	
1055	-	  185.45	   85.00	   92.73	
1056	-	  115.91	   85.00	   23.18	
1057	-	    0.00	  212.50	   46.36	
1058	-	   58.85	   58.85	   71.92	
1059	-	   94.15	   94.15	  115.08	
1060	-	    0.00	  191.25	  208.64	
1061	-	   92.73	   63.75	   46.36	
1062	-	  162.27	  212.50	  185.45	
1063	-	   46.36	    0.00	   92.73	
1064	-	  255.00	   63.75	   23.18	
1065	-	  255.00	  191.25	  115.91	
1066	-	  135.35	  165.42	  135.35	
1067	-	  231.82	   42.50	   69.55	
1068	-	  231.82	  233.75	    0.00	
1069	-	  208.64	  106.25	  255.00	
1070	-	  162.27	  170.00	  255.00	
1071	-	    0.00	   21.25	   46.36	
1072	-	   46.36	  233.75	  115.91	
1073	-	   92.73	  127.50	    0.00	
1074	-	  185.45	    0.00	   23.18	
1075	-	  170.65	  208.58	  170.65	
1076	-	  185.45	   21.25	  231.82	
1077	-	   47.08	   57.54	   47.08	
1078	-	    0.00	  170.00	   46.36	
1079	-	  231.82	   42.50	   23.18	
1080	-	   69.55	  106.25	  231.82	
1081	-	   23.18	  148.75	    0.00	
1082	-	  255.00	  106.25	  231.82	
1083	-	    0.00	    0.00	   92.73	
1084	-	  208.64	  148.75	  255.00	
1085	-	    0.00	  127.50	   69.55	
1086	-	   69.55	   42.50	  185.45	
1087	-	  231.82	  106.25	  185.45	
1088	-	   69.55	  170.00	  255.00	
1089	-	  115.91	  148.75	   69.55	
1090	-	   69.55	  191.25	  255.00	
1091	-	  208.64	   63.75	   23.18	
1092	-	  139.09	  233.75	  231.82	
1093	-	  139.09	  127.50	   23.18	
1094	-	   92.73	   21.25	  231.82	
1095	-	   69.55	   21.25	  115.91	
1096	-	   23.18	  212.50	   92.73	
1097	-	   12.14	   12.14	   12.14	
1098	-	   23.18	  170.00	  139.09	
1099	-	  231.82	  106.25	   92.73	
1100	-	   23.18	   63.75	   92.73	
1101	-	  115.91	   85.00	    0.00	
1102	-	  255.00	  233.75	  115.91	
1103	-	  255.00	  233.75	  162.27	
1104	-	   46.36	  106.25	   92.73	
1105	-	  255.00	   63.75	   92.73	
1106	-	    0.00	   85.00	  162.27	
1107	-	  115.91	    0.00	  115.91	
1108	-	  255.00	  255.00	   46.36	
1109	-	  185.45	  127.50	   46.36	
1110	-	   92.73	   21.25	  208.64	
1111	-	  255.00	    0.00	    0.00	
1112	-	  139.09	   63.75	  231.82	
1113	-	  255.00	  212.50	  208.64	
1114	-	  139.09	    0.00	  185.45	
1115	-	   35.96	   29.42	   29.42	
1116	-	  185.45	  106.25	  162.27	
1117	-	  185.45	  106.25	  231.82	
1118	-	  185.45	  212.50	    0.00	
1119	-	    0.00	  191.25	   23.18	
1120	-	  231.82	  106.25	   23.18	
1121	-	   23.18	  106.25	  162.27	
1122	-	  208.64	    0.00	   92.73	
1123	-	  123.58	  123.58	  151.04	
1124	-	  162.27	  170.00	  139.09	
1125	-	   69.55	    0.00	  162.27	
1126	-	  231.82	    0.00	   92.73	
1127	-	    0.00	   63.75	  162.27	
1128	-	   46.36	  255.00	  255.00	
1129	-	   23.18	   42.50	  162.27	
1130	-	  162.27	  148.75	    0.00	
1131	-	   92.73	  212.50	   92.73	
1132	-	   46.36	  255.00	   92.73	
1133	-	   46.36	   42.50	    0.00	
1134	-	   69.55	  148.75	   46.36	
1135	-	  162.27	   21.25	  231.82	
1136	-	   69.55	   21.25	  208.64	
1137	-	  162.27	   85.00	  162.27	
1138	-	  255.00	  233.75	  208.64	
1139	-	  255.00	   21.25	   46.36	
1140	-	   92.73	  106.25	   92.73	
1141	-	  231.82	    0.00	   46.36	
1142	-	   23.18	  212.50	   46.36	
1143	-	  139.09	  255.00	  255.00	
1144	-	  185.45	  127.50	   69.55	
1145	-	  162.27	   42.50	   92.73	
1146	-	   69.55	  233.75	   92.73	
1147	-	  255.00	  217.73	  217.73	
1148	-	  231.82	  191.25	  162.27	
1149	-	  115.91	    0.00	  185.45	
1150	-	   23.18	  148.75	  139.09	
1151	-	  115.91	   42.50	  255.00	
1152	-	   23.18	  106.25	   46.36	
1153	-	    0.00	  170.00	    0.00	
1154	-	  208.64	  127.50	   92.73	
1155	-	  208.64	  191.25	  139.09	
1156	-	  185.45	   85.00	    0.00	
1157	-	   92.73	  170.00	  139.09	
1158	-	   92.73	   42.50	  231.82	
1159	-	  115.91	  106.25	   46.36	
1160	-	   92.73	    0.00	   23.18	
1161	-	  162.27	   63.75	  208.64	
1162	-	    0.00	  233.75	  185.45	
1163	-	  208.64	   21.25	   92.73	
1164	-	  231.82	  212.50	   69.55	
1165	-	  162.27	  170.00	  185.45	
1166	-	   23.18	   42.50	   46.36	
1167	-	  231.82	   42.50	  208.64	
1168	-	  231.82	  127.50	  255.00	
1169	-	  105.92	  129.46	  105.92	
1170	-	   46.36	   21.25	   92.73	
1171	-	    0.00	  127.50	  255.00	
1172	-	  231.82	  106.25	    0.00	
1173	-	   46.36	  212.50	  231.82	
1174	-	   46.36	  148.75	   46.36	
1175	-	   69.55	  191.25	  139.09	
1176	-	  231.82	  233.75	  115.91	
1177	-	   76.50	   93.50	   76.50	
1178	-	  139.09	   21.25	  208.64	
1179	-	   69.55	  127.50	    0.00	
1180	-	  162.27	  191.25	   92.73	
1181	-	  255.00	  148.75	    0.00	
1182	-	  231.82	   63.75	   69.55	
1183	-	   92.73	  127.50	  231.82	
1184	-	  231.82	   63.75	   46.36	
1185	-	   46.36	  191.25	   69.55	
1186	-	  231.82	   63.75	    0.00	
1187	-	  185.45	  106.25	  208.64	
1188	-	  162.27	  106.25	  185.45	
1189	-	   69.55	  148.75	    0.00	
1190	-	   92.73	  127.50	  139.09	
1191	-	    0.00	  148.75	  162.27	
1192	-	  115.91	  148.75	  208.64	
1193	-	   92.73	  212.50	  255.00	
1194	-	   23.18	  233.75	   46.36	
1195	-	  255.00	  223.62	  223.62	
1196	-	    0.00	   85.00	   69.55	
1197	-	  185.45	   42.50	   69.55	
1198	-	  231.82	  255.00	  231.82	
1199	-	   29.42	   29.42	   35.96	
1200	-	  115.91	   63.75	  208.64	
1201	-	   46.36	  170.00	  139.09	
1202	-	  231.82	  255.00	   46.36	
1203	-	  115.91	  127.50	   46.36	
1204	-	  115.91	  170.00	  185.45	
1205	-	   23.18	    0.00	  231.82	
1206	-	  185.45	   63.75	   46.36	
1207	-	   69.55	  148.75	   92.73	
1208	-	  255.00	  191.25	  139.09	
1209	-	  139.09	   42.50	  255.00	
1210	-	   23.18	  233.75	  231.82	
1211	-	  208.64	  212.50	  255.00	
1212	-	  208.64	   63.75	  208.64	
1213	-	  231.82	  127.50	   69.55	
1214	-	  255.00	  233.75	   92.73	
1215	-	  255.00	  170.00	   23.18	
1216	-	  208.64	  233.75	  139.09	
1217	-	  255.00	  212.50	  255.00	
1218	-	  212.50	  212.50	  212.50	
1219	-	  162.27	   85.00	  185.45	
1220	-	  151.04	  123.58	  123.58	
1221	-	  115.91	   85.00	  139.09	
1222	-	  208.64	  170.00	  139.09	
1223	-	    0.00	   42.50	   92.73	
1224	-	   92.73	   21.25	   69.55	
1225	-	  139.09	  148.75	  185.45	
1226	-	   46.36	   63.75	  208.64	
1227	-	  162.27	  212.50	   92.73	
1228	-	  162.27	   21.25	  208.64	
1229	-	  162.27	  148.75	  255.00	
1230	-	  208.64	  127.50	  162.27	
1231	-	   92.73	   21.25	   92.73	
1232	-	  255.00	   63.75	  185.45	
1233	-	  208.64	  233.75	  115.91	
1234	-	  139.09	  233.75	  208.64	
1235	-	  185.45	   42.50	  185.45	
1236	-	   11.77	   14.38	   11.77	
1237	-	  208.64	   63.75	  231.82	
1238	-	   92.73	   42.50	  185.45	
1239	-	  185.45	   85.00	   23.18	
1240	-	   36.43	   36.43	   36.43	
1241	-	  208.64	  212.50	  231.82	
1242	-	  185.45	  212.50	  208.64	
1243	-	   46.36	  233.75	  255.00	
1244	-	  115.91	    0.00	   69.55	
1245	-	  255.00	  255.00	  162.27	
1246	-	  185.45	  170.00	   69.55	
1247	-	  139.09	    0.00	   46.36	
1248	-	  222.96	  182.42	  182.42	
1249	-	  139.09	   85.00	  231.82	
1250	-	  139.09	   21.25	  185.45	
1251	-	  139.09	   63.75	  139.09	
1252	-	   92.73	  233.75	  185.45	
1253	-	   46.36	    0.00	  162.27	
1254	-	  208.64	  127.50	   69.55	
1255	-	  115.91	  255.00	  162.27	
1256	-	  185.45	   63.75	  162.27	
1257	-	  139.09	  106.25	   69.55	
1258	-	  185.45	   63.75	  185.45	
1259	-	   69.55	  191.25	   92.73	
1260	-	  185.45	   42.50	  208.64	
1261	-	  185.45	  233.75	   69.55	
1262	-	  115.91	   42.50	  162.27	
1263	-	  231.82	  127.50	  185.45	
1264	-	  208.64	    0.00	  231.82	
1265	-	  115.91	   21.25	    0.00	
1266	-	  111.81	  111.81	  136.65	
1267	-	   78.93	   78.93	   78.93	
1268	-	  185.45	   42.50	  231.82	
1269	-	   92.73	  170.00	  255.00	
1270	-	  185.45	  255.00	  115.91	
1271	-	  176.54	  215.77	  176.54	
1272	-	  139.09	  255.00	  162.27	
1273	-	  185.45	  170.00	  255.00	
1274	-	  139.09	    0.00	   69.55	
1275	-	  185.45	  191.25	    0.00	
1276	-	  208.64	   42.50	  139.09	
1277	-	  208.64	  255.00	   23.18	
1278	-	  139.09	  127.50	  208.64	
1279	-	   23.18	  170.00	    0.00	
1280	-	  208.64	   85.00	  231.82	
1281	-	   69.55	  255.00	   23.18	
1282	-	    0.00	   63.75	   46.36	
1283	-	  115.91	  191.25	  162.27	
1284	-	  162.27	  233.75	    0.00	
1285	-	   46.36	  106.25	    0.00	
1286	-	  255.00	    0.00	  255.00	
1287	-	   92.73	  148.75	   46.36	
1288	-	  115.91	  170.00	   92.73	
1289	-	  185.45	  233.75	  115.91	
1290	-	  115.91	   21.25	  231.82	
1291	-	  208.64	  148.75	  185.45	
1292	-	  215.77	  176.54	  176.54	
1293	-	   23.18	  127.50	  139.09	
1294	-	  208.64	   63.75	   92.73	
1295	-	   92.73	  233.75	  139.09	
1296	-	   46.36	  255.00	   46.36	
1297	-	   92.73	  106.25	  208.64	
1298	-	   94.15	  115.08	   94.15	
1299	-	   92.73	   42.50	  115.91	
1300	-	   46.36	  191.25	    0.00	
1301	-	  162.27	  127.50	   46.36	
1302	-	   69.55	  127.50	  162.27	
1303	-	  162.27	   21.25	   46.36	
1304	-	   46.36	    0.00	  139.09	
1305	-	  115.91	  212.50	   69.55	
