CGATS.17

ORIGINATOR	"i1Profiler - X-Rite, Inc."
INSTRUMENTATION	"i1Pro 3 ; Serial number 0"
DESCRIPTOR	"Chart 1586 Patches"
FILTER	""
CREATED		"2025-04-06T20:20:27"

NUMBER_OF_FIELDS	5
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	RGB_R	RGB_G	RGB_B	
81	-	    8.50	    6.95	    6.95	
82	-	   51.00	   46.36	  178.50	
83	-	   25.50	   46.36	  255.00	
84	-	  204.00	   23.18	    0.00	
85	-	  118.23	  144.50	  118.23	
86	-	  204.00	   46.36	   25.50	
87	-	   25.50	    0.00	  178.50	
88	-	    0.00	  255.00	   51.00	
89	-	  204.00	  115.91	  178.50	
90	-	  178.50	  139.09	   76.50	
91	-	  229.50	  231.82	   76.50	
92	-	  222.55	  222.55	  255.00	
93	-	  255.00	   46.36	  153.00	
94	-	  127.50	  162.27	  178.50	
95	-	  204.00	  139.09	    0.00	
96	-	  204.00	  208.64	  229.50	
97	-	   25.50	   46.36	  127.50	
98	-	   25.50	  255.00	   25.50	
99	-	  255.00	   46.36	    0.00	
100	-	  229.50	  115.91	  153.00	
101	-	  153.00	    0.00	  178.50	
102	-	    0.00	  208.64	  178.50	
103	-	  255.00	  162.27	  229.50	
104	-	  102.00	   69.55	  255.00	
105	-	  127.50	   46.36	  229.50	
106	-	  102.00	   92.73	  178.50	
107	-	  204.00	   23.18	  178.50	
108	-	  127.50	   69.55	  178.50	
109	-	  178.50	  162.27	  127.50	
110	-	  153.00	  139.09	   51.00	
111	-	    0.00	  162.27	  102.00	
112	-	   25.50	  255.00	   76.50	
113	-	   25.50	   23.18	  153.00	
114	-	   25.50	  162.27	  204.00	
115	-	   76.50	  231.82	  178.50	
116	-	  255.00	  208.64	   76.50	
117	-	    0.00	  208.64	   76.50	
118	-	  255.00	    0.00	  153.00	
119	-	  229.50	    0.00	  102.00	
120	-	  229.50	  162.27	  255.00	
121	-	  255.00	  139.09	  255.00	
122	-	  255.00	  255.00	   51.00	
123	-	   20.86	   20.86	   25.50	
124	-	  153.00	  139.09	  127.50	
125	-	   51.00	   23.18	  204.00	
126	-	    0.00	   69.55	  204.00	
127	-	  255.00	  139.09	  229.50	
128	-	  193.18	  193.18	  193.18	
129	-	   17.00	   13.91	   13.91	
130	-	  255.00	  208.64	   51.00	
131	-	  127.50	  255.00	  153.00	
132	-	  229.50	   69.55	   25.50	
133	-	   69.55	   69.55	   69.55	
134	-	  208.64	  208.64	  255.00	
135	-	   25.50	  115.91	    0.00	
136	-	   51.00	   46.36	  127.50	
137	-	  229.50	  115.91	  204.00	
138	-	    0.00	  115.91	   51.00	
139	-	   54.09	   54.09	   54.09	
140	-	  229.50	  139.09	  102.00	
141	-	    0.00	  162.27	  255.00	
142	-	   76.50	  231.82	  127.50	
143	-	    0.00	   69.55	  153.00	
144	-	    0.00	  115.91	  178.50	
145	-	  231.82	  231.82	  231.82	
146	-	  255.00	   23.18	  127.50	
147	-	  127.50	  255.00	  178.50	
148	-	   51.00	  139.09	    0.00	
149	-	  153.00	   92.73	  102.00	
150	-	   76.50	    0.00	  229.50	
151	-	  153.00	  185.45	  153.00	
152	-	  255.00	  115.91	   51.00	
153	-	  229.50	    0.00	   25.50	
154	-	   51.00	    0.00	  153.00	
155	-	   25.50	  139.09	  229.50	
156	-	   51.00	   92.73	    0.00	
157	-	  229.50	  255.00	   51.00	
158	-	  229.50	   69.55	  153.00	
159	-	  178.50	  162.27	   51.00	
160	-	  153.00	  255.00	  229.50	
161	-	  102.00	  208.64	  255.00	
162	-	  229.50	   46.36	   25.50	
163	-	   25.50	  231.82	   25.50	
164	-	  127.50	   46.36	  102.00	
165	-	  127.50	   23.18	   76.50	
166	-	    0.00	   46.36	   51.00	
167	-	  127.50	  231.82	   51.00	
168	-	  178.50	    0.00	    0.00	
169	-	   68.00	   55.64	   55.64	
170	-	  153.00	  185.45	   51.00	
171	-	  102.00	   23.18	  102.00	
172	-	  153.00	   23.18	  255.00	
173	-	   51.00	   41.73	   41.73	
174	-	   25.50	  162.27	   76.50	
175	-	    0.00	  139.09	  229.50	
176	-	  178.50	  115.91	  178.50	
177	-	   25.50	   69.55	  255.00	
178	-	  127.50	  185.45	  127.50	
179	-	    0.00	   92.73	  255.00	
180	-	   51.00	   92.73	   25.50	
181	-	  229.50	   23.18	   25.50	
182	-	  153.00	  231.82	  127.50	
183	-	  255.00	   92.73	  102.00	
184	-	  127.50	  162.27	  153.00	
185	-	  153.00	  255.00	   51.00	
186	-	  102.00	  162.27	   25.50	
187	-	  255.00	   46.36	  255.00	
188	-	   76.50	   92.73	  127.50	
189	-	   76.50	  162.27	  102.00	
190	-	  153.00	   46.36	   51.00	
191	-	  255.00	  185.45	  255.00	
192	-	  178.50	   46.36	  204.00	
193	-	   25.50	   23.18	  204.00	
194	-	  178.50	  115.91	    0.00	
195	-	   25.50	   23.18	  127.50	
196	-	  255.00	   92.73	    0.00	
197	-	  229.50	  208.64	   76.50	
198	-	  178.50	   23.18	  153.00	
199	-	    0.00	  139.09	   76.50	
200	-	  131.36	  131.36	  131.36	
201	-	  153.00	   69.55	  127.50	
202	-	    0.00	   46.36	    0.00	
203	-	  204.00	  115.91	  153.00	
204	-	   51.00	  139.09	   76.50	
205	-	   61.82	   61.82	   61.82	
206	-	  229.50	  255.00	  127.50	
207	-	  255.00	  115.91	  153.00	
208	-	   76.50	  115.91	  102.00	
209	-	  229.50	  255.00	  178.50	
210	-	    0.00	   46.36	  204.00	
211	-	   51.00	  139.09	  204.00	
212	-	  154.55	  154.55	  154.55	
213	-	  229.50	  208.64	  178.50	
214	-	  204.00	    0.00	  127.50	
215	-	   13.91	   17.00	   13.91	
216	-	   51.00	  185.45	  204.00	
217	-	  229.50	  139.09	   76.50	
218	-	  178.50	   69.55	  229.50	
219	-	  153.00	   92.73	  229.50	
220	-	  204.00	   92.73	    0.00	
221	-	  127.50	  139.09	  102.00	
222	-	  153.00	  185.45	    0.00	
223	-	  178.50	    0.00	  204.00	
224	-	  102.00	  115.91	  153.00	
225	-	  102.00	  231.82	    0.00	
226	-	  204.00	   69.55	  229.50	
227	-	  153.00	   92.73	  204.00	
228	-	  201.68	  246.50	  201.68	
229	-	   25.50	   69.55	  127.50	
230	-	    6.95	    6.95	    8.50	
231	-	  255.00	  162.27	   25.50	
232	-	  173.86	  173.86	  212.50	
233	-	    0.00	  231.82	  127.50	
234	-	   76.50	   69.55	  153.00	
235	-	  204.00	  208.64	    0.00	
236	-	  127.50	  185.45	   76.50	
237	-	  123.64	  123.64	  123.64	
238	-	   76.50	  255.00	  153.00	
239	-	  229.50	  162.27	  204.00	
240	-	   76.50	    0.00	  102.00	
241	-	  178.50	  146.05	  146.05	
242	-	  204.00	   46.36	  204.00	
243	-	   25.50	  185.45	   76.50	
244	-	   51.00	  208.64	  153.00	
245	-	  204.00	  162.27	  204.00	
246	-	   62.59	   62.59	   76.50	
247	-	  255.00	  185.45	   25.50	
248	-	    0.00	  255.00	  229.50	
249	-	  102.00	  139.09	   76.50	
250	-	  178.50	   69.55	    0.00	
251	-	    0.00	   92.73	  153.00	
252	-	    7.73	    7.73	    7.73	
253	-	  178.50	    0.00	  255.00	
254	-	   25.50	  208.64	   76.50	
255	-	  255.00	  139.09	  102.00	
256	-	    0.00	   23.18	  178.50	
257	-	  102.00	  231.82	  229.50	
258	-	   51.00	  139.09	  229.50	
259	-	   25.50	  115.91	  229.50	
260	-	  204.00	  231.82	  229.50	
261	-	   76.50	   23.18	  153.00	
262	-	  102.00	   92.73	  102.00	
263	-	   76.50	   23.18	  178.50	
264	-	    0.00	   46.36	   76.50	
265	-	  153.00	   92.73	  255.00	
266	-	  178.50	   92.73	    0.00	
267	-	    0.00	   23.18	  204.00	
268	-	   76.50	   46.36	  204.00	
269	-	   76.50	   92.73	  229.50	
270	-	  204.00	  255.00	    0.00	
271	-	  102.00	  208.64	  153.00	
272	-	  127.50	  115.91	   25.50	
273	-	   76.50	   69.55	   76.50	
274	-	  108.18	  108.18	  108.18	
275	-	    0.00	    0.00	  178.50	
276	-	  229.50	   92.73	  153.00	
277	-	   51.00	   46.36	  153.00	
278	-	   51.00	  115.91	  102.00	
279	-	  204.00	   92.73	  229.50	
280	-	  204.00	   92.73	   25.50	
281	-	   25.50	  255.00	   51.00	
282	-	  127.50	  115.91	  229.50	
283	-	   25.50	  231.82	  229.50	
284	-	   51.00	  185.45	  102.00	
285	-	  204.00	  208.64	   51.00	
286	-	  229.50	  255.00	   76.50	
287	-	  159.95	  195.50	  159.95	
288	-	  127.50	  208.64	  102.00	
289	-	   76.50	   92.73	   25.50	
290	-	  229.50	  231.82	  178.50	
291	-	   76.50	    0.00	  178.50	
292	-	  102.00	   46.36	  255.00	
293	-	  204.00	    0.00	    0.00	
294	-	  139.09	  139.09	  170.00	
295	-	    0.00	  231.82	  255.00	
296	-	  178.50	  115.91	  204.00	
297	-	   25.50	   23.18	   76.50	
298	-	   76.50	   69.55	  255.00	
299	-	   25.50	  115.91	  153.00	
300	-	  127.50	  139.09	  229.50	
301	-	  200.91	  200.91	  200.91	
302	-	  153.00	  208.64	  127.50	
303	-	  204.00	  208.64	  153.00	
304	-	  194.73	  194.73	  238.00	
305	-	  153.00	   92.73	   25.50	
306	-	  170.00	  170.00	  170.00	
307	-	   76.50	  115.91	   25.50	
308	-	  102.00	  231.82	  204.00	
309	-	  102.00	   92.73	  153.00	
310	-	   76.50	  208.64	  229.50	
311	-	  127.50	    0.00	   25.50	
312	-	   25.50	   92.73	   51.00	
313	-	  255.00	  139.09	  127.50	
314	-	  127.50	  139.09	   76.50	
315	-	  127.50	   92.73	  204.00	
316	-	  255.00	  115.91	  127.50	
317	-	  204.00	  115.91	  229.50	
318	-	    0.00	   92.73	    0.00	
319	-	   25.50	  231.82	   76.50	
320	-	   76.50	   92.73	   76.50	
321	-	  204.00	  185.45	   76.50	
322	-	  132.14	  132.14	  161.50	
323	-	   76.50	   92.73	  102.00	
324	-	  212.50	  173.86	  173.86	
325	-	   25.50	  255.00	  153.00	
326	-	  127.50	  231.82	  178.50	
327	-	    0.00	  255.00	  102.00	
328	-	  204.00	  115.91	   25.50	
329	-	   51.00	  255.00	  204.00	
330	-	   34.77	   34.77	   42.50	
331	-	  178.50	  231.82	    0.00	
332	-	   76.50	   69.55	    0.00	
333	-	  178.50	   92.73	   51.00	
334	-	  229.50	    0.00	  178.50	
335	-	   25.50	  162.27	  178.50	
336	-	  102.00	   46.36	  229.50	
337	-	  102.00	  162.27	  153.00	
338	-	  178.50	   92.73	  102.00	
339	-	   51.00	   23.18	  102.00	
340	-	  178.50	  231.82	  204.00	
341	-	  153.00	   69.55	   76.50	
342	-	  229.50	  231.82	    0.00	
343	-	   51.00	  255.00	  229.50	
344	-	  229.50	   23.18	  127.50	
345	-	  229.50	    0.00	  204.00	
346	-	  127.50	    0.00	  153.00	
347	-	   76.50	  162.27	  178.50	
348	-	   41.73	   41.73	   51.00	
349	-	  229.50	   46.36	  153.00	
350	-	    0.00	   92.73	  229.50	
351	-	   51.00	   69.55	  153.00	
352	-	   76.50	   62.59	   62.59	
353	-	  153.00	  255.00	   76.50	
354	-	  255.00	  185.45	    0.00	
355	-	   25.50	   92.73	  178.50	
356	-	  153.00	   46.36	  127.50	
357	-	  178.50	  255.00	   25.50	
358	-	    0.00	  255.00	  255.00	
359	-	   51.00	  231.82	    0.00	
360	-	   51.00	   92.73	  255.00	
361	-	  178.50	  185.45	   25.50	
362	-	  127.50	   46.36	   51.00	
363	-	   76.50	   46.36	  229.50	
364	-	  127.50	  139.09	  255.00	
365	-	  178.50	  115.91	  102.00	
366	-	  102.00	  208.64	    0.00	
367	-	  102.00	  185.45	    0.00	
368	-	  229.50	    0.00	   51.00	
369	-	    0.00	  231.82	  229.50	
370	-	   51.00	   92.73	  229.50	
371	-	    0.00	  139.09	  178.50	
372	-	    0.00	  185.45	  153.00	
373	-	  255.00	    0.00	   25.50	
374	-	  127.50	   69.55	  255.00	
375	-	   25.50	  255.00	  255.00	
376	-	  102.00	   46.36	  204.00	
377	-	  127.50	   69.55	  102.00	
378	-	   51.00	   23.18	    0.00	
379	-	  127.50	   46.36	  204.00	
380	-	  102.00	   69.55	    0.00	
381	-	   76.50	   69.55	  102.00	
382	-	  127.50	  231.82	   25.50	
383	-	    0.00	  139.09	  127.50	
384	-	  127.50	  185.45	   25.50	
385	-	  204.00	  162.27	  229.50	
386	-	   76.50	  139.09	  153.00	
387	-	  153.00	  115.91	  178.50	
388	-	   51.00	  208.64	   76.50	
389	-	  102.00	    0.00	  102.00	
390	-	  178.50	   23.18	  102.00	
391	-	  178.50	   69.55	  102.00	
392	-	   51.00	  162.27	  102.00	
393	-	  255.00	  208.64	  255.00	
394	-	  153.00	  185.45	  255.00	
395	-	   76.50	  208.64	  153.00	
396	-	   76.50	  115.91	  178.50	
397	-	   51.00	  231.82	  255.00	
398	-	  102.00	  255.00	  178.50	
399	-	  204.00	  231.82	  153.00	
400	-	  153.00	  231.82	   51.00	
401	-	   25.50	  185.45	  229.50	
402	-	   25.50	  115.91	   25.50	
403	-	   51.00	   23.18	  255.00	
404	-	    0.00	  162.27	    0.00	
405	-	   51.00	  255.00	  255.00	
406	-	  153.00	   92.73	  178.50	
407	-	  127.50	  162.27	  127.50	
408	-	  204.00	    0.00	  178.50	
409	-	   25.50	    0.00	  255.00	
410	-	    0.00	  208.64	  204.00	
411	-	  127.50	    0.00	   76.50	
412	-	  178.50	  115.91	  255.00	
413	-	  178.50	  231.82	   51.00	
414	-	   25.50	   92.73	  153.00	
415	-	   25.50	  231.82	  102.00	
416	-	  255.00	  162.27	  153.00	
417	-	   25.50	  231.82	   51.00	
418	-	   25.50	  231.82	  204.00	
419	-	  102.00	  231.82	   51.00	
420	-	   55.64	   68.00	   55.64	
421	-	    0.00	  185.45	  204.00	
422	-	   25.50	  115.91	  102.00	
423	-	  204.00	  208.64	   25.50	
424	-	   76.50	   69.55	  178.50	
425	-	    0.00	  185.45	  255.00	
426	-	  255.00	   92.73	  255.00	
427	-	   76.50	   46.36	   51.00	
428	-	   51.00	   92.73	  102.00	
429	-	  153.00	  255.00	    0.00	
430	-	  255.00	   92.73	  127.50	
431	-	   76.50	  208.64	   25.50	
432	-	   51.00	  162.27	  229.50	
433	-	  102.00	  255.00	  255.00	
434	-	  153.00	  255.00	  255.00	
435	-	  204.00	   92.73	   51.00	
436	-	  127.50	  231.82	  229.50	
437	-	   76.50	  185.45	  102.00	
438	-	  178.50	   69.55	  153.00	
439	-	    0.00	    0.00	  178.50	
440	-	  204.00	   46.36	    0.00	
441	-	  127.50	   46.36	  255.00	
442	-	    0.00	  185.45	   76.50	
443	-	  204.00	   23.18	  204.00	
444	-	  229.50	  208.64	  229.50	
445	-	  127.50	  231.82	  102.00	
446	-	  153.00	   46.36	    0.00	
447	-	   76.50	    0.00	   76.50	
448	-	  255.00	  139.09	  153.00	
449	-	  115.91	  115.91	  115.91	
450	-	   25.50	   23.18	    0.00	
451	-	  127.50	   69.55	  229.50	
452	-	  153.00	  162.27	  229.50	
453	-	  204.00	  185.45	  102.00	
454	-	  102.00	   83.45	   83.45	
455	-	  204.00	   92.73	  153.00	
456	-	  229.50	    0.00	  127.50	
457	-	    0.00	  231.82	   51.00	
458	-	  229.50	  139.09	  204.00	
459	-	  229.50	  139.09	  178.50	
460	-	   76.50	  255.00	  178.50	
461	-	   76.50	  115.91	  204.00	
462	-	    0.00	   46.36	  178.50	
463	-	  204.00	   23.18	  127.50	
464	-	   51.00	  208.64	  204.00	
465	-	   76.50	   92.73	  153.00	
466	-	  102.00	  115.91	   25.50	
467	-	  127.50	   23.18	  255.00	
468	-	  178.50	  162.27	  229.50	
469	-	    0.00	  231.82	   25.50	
470	-	    0.00	  208.64	  153.00	
471	-	  255.00	   23.18	   76.50	
472	-	  204.00	   46.36	   76.50	
473	-	  215.59	  255.00	  215.59	
474	-	  178.50	  115.91	   25.50	
475	-	  127.50	  231.82	   76.50	
476	-	    0.00	  231.82	  204.00	
477	-	   51.00	   69.55	  204.00	
478	-	  255.00	  115.91	  102.00	
479	-	  204.00	   23.18	  229.50	
480	-	   42.50	   34.77	   34.77	
481	-	  255.00	  162.27	  255.00	
482	-	  255.00	  208.64	  153.00	
483	-	  178.50	  185.45	  204.00	
484	-	  153.00	  139.09	  178.50	
485	-	  185.45	  185.45	  185.45	
486	-	   51.00	  185.45	   51.00	
487	-	  127.50	  115.91	   51.00	
488	-	  102.00	  255.00	    0.00	
489	-	  127.50	   46.36	   76.50	
490	-	  229.50	  231.82	  102.00	
491	-	  255.00	    0.00	    0.00	
492	-	  153.00	    0.00	   51.00	
493	-	  229.50	  255.00	   25.50	
494	-	  127.50	   69.55	  127.50	
495	-	    0.00	  208.64	  127.50	
496	-	    0.00	   46.36	  153.00	
497	-	   25.50	   69.55	   51.00	
498	-	   25.50	  231.82	  127.50	
499	-	    0.00	  208.64	   25.50	
500	-	  102.00	   92.73	  204.00	
501	-	  127.50	   46.36	   25.50	
502	-	  178.50	    0.00	  127.50	
503	-	   25.50	  139.09	  153.00	
504	-	  204.00	   23.18	  153.00	
505	-	  229.50	  231.82	  229.50	
506	-	  102.00	   23.18	  153.00	
507	-	  229.50	  115.91	  178.50	
508	-	  153.00	  162.27	   25.50	
509	-	  229.50	   23.18	  204.00	
510	-	  102.00	   23.18	   25.50	
511	-	  119.00	   97.36	   97.36	
512	-	  255.00	   46.36	   76.50	
513	-	   51.00	  115.91	  153.00	
514	-	  153.00	  208.64	  178.50	
515	-	  127.50	   23.18	  204.00	
516	-	   51.00	    0.00	  127.50	
517	-	  178.50	    0.00	    0.00	
518	-	   25.50	  208.64	    0.00	
519	-	   25.50	  255.00	    0.00	
520	-	  153.00	  185.45	  102.00	
521	-	  255.00	    0.00	  102.00	
522	-	  204.00	   69.55	  204.00	
523	-	    0.00	  185.45	  178.50	
524	-	  178.50	  162.27	  178.50	
525	-	  102.00	  185.45	   25.50	
526	-	  178.50	  255.00	   51.00	
527	-	  229.50	  185.45	   51.00	
528	-	  127.50	  208.64	  178.50	
529	-	   25.50	   69.55	  153.00	
530	-	   51.00	   69.55	    0.00	
531	-	  204.00	  115.91	  127.50	
532	-	  229.50	   46.36	  178.50	
533	-	  229.50	  208.64	    0.00	
534	-	  102.00	  162.27	  102.00	
535	-	  255.00	   69.55	   51.00	
536	-	  204.00	  231.82	  204.00	
537	-	  229.50	   69.55	  127.50	
538	-	   51.00	   92.73	  153.00	
539	-	  102.00	  231.82	  102.00	
540	-	  229.50	  255.00	  153.00	
541	-	   69.55	   85.00	   69.55	
542	-	  178.50	  208.64	  229.50	
543	-	   76.50	   93.50	   76.50	
544	-	    0.00	   23.18	  229.50	
545	-	   25.50	   69.55	   25.50	
546	-	  178.50	   46.36	  153.00	
547	-	  127.50	   46.36	    0.00	
548	-	  127.50	  185.45	    0.00	
549	-	  102.00	  208.64	  178.50	
550	-	  153.00	  115.91	  255.00	
551	-	  102.00	    0.00	    0.00	
552	-	   76.50	   46.36	  127.50	
553	-	  178.50	   69.55	  204.00	
554	-	  102.00	  139.09	  153.00	
555	-	  127.50	  208.64	   25.50	
556	-	  127.50	   23.18	   51.00	
557	-	  204.00	  208.64	  204.00	
558	-	  204.00	  139.09	  255.00	
559	-	  204.00	  255.00	   51.00	
560	-	  102.00	  255.00	   76.50	
561	-	  229.50	    0.00	  229.50	
562	-	  204.00	  115.91	   51.00	
563	-	  153.00	   69.55	   25.50	
564	-	  229.50	  255.00	  229.50	
565	-	  178.50	  139.09	  102.00	
566	-	   76.50	  185.45	  178.50	
567	-	    0.00	  139.09	   51.00	
568	-	  178.50	  162.27	    0.00	
569	-	  153.00	  115.91	  127.50	
570	-	  153.00	  139.09	  153.00	
571	-	  102.00	  231.82	  255.00	
572	-	  127.50	   92.73	   51.00	
573	-	  255.00	   92.73	  229.50	
574	-	    0.00	  255.00	   25.50	
575	-	  178.50	  208.64	  127.50	
576	-	   25.50	   69.55	  204.00	
577	-	  127.50	   46.36	  153.00	
578	-	   51.00	  255.00	  127.50	
579	-	  153.00	  153.00	  187.00	
580	-	  166.91	  204.00	  166.91	
581	-	  204.00	  139.09	  229.50	
582	-	   48.68	   48.68	   59.50	
583	-	  153.00	   69.55	  204.00	
584	-	  229.50	  115.91	  127.50	
585	-	    0.00	    0.00	   25.50	
586	-	   25.50	  139.09	  204.00	
587	-	   25.50	   46.36	  204.00	
588	-	  127.50	  231.82	  153.00	
589	-	   51.00	  208.64	   25.50	
590	-	  204.00	  185.45	    0.00	
591	-	  204.00	  231.82	    0.00	
592	-	  100.45	  100.45	  100.45	
593	-	    0.00	  185.45	    0.00	
594	-	   25.50	   92.73	   76.50	
595	-	  102.00	   92.73	   76.50	
596	-	  255.00	  215.59	  215.59	
597	-	   51.00	   92.73	   76.50	
598	-	  204.00	  255.00	  153.00	
599	-	   76.50	   23.18	   25.50	
600	-	   51.00	  231.82	  127.50	
601	-	   76.50	   92.73	   51.00	
602	-	  127.50	    0.00	  255.00	
603	-	  173.86	  212.50	  173.86	
604	-	  127.50	  255.00	   51.00	
605	-	  127.50	   46.36	  127.50	
606	-	  255.00	  255.00	  127.50	
607	-	  187.00	  153.00	  153.00	
608	-	  229.50	   92.73	    0.00	
609	-	   76.50	    0.00	   25.50	
610	-	   76.50	  139.09	    0.00	
611	-	    0.00	  162.27	   76.50	
612	-	   25.50	  185.45	   25.50	
613	-	    0.00	  208.64	   51.00	
614	-	    6.95	    8.50	    6.95	
615	-	   25.50	  139.09	  178.50	
616	-	  153.00	   92.73	   76.50	
617	-	  194.73	  238.00	  194.73	
618	-	  153.00	   92.73	  153.00	
619	-	  153.00	  185.45	   25.50	
620	-	  153.00	   46.36	   25.50	
621	-	  229.50	  139.09	   25.50	
622	-	    0.00	  185.45	   51.00	
623	-	    0.00	  185.45	  127.50	
624	-	  127.50	   92.73	  229.50	
625	-	   76.50	  255.00	    0.00	
626	-	  127.50	  185.45	  102.00	
627	-	  229.50	  139.09	    0.00	
628	-	  153.00	   46.36	  229.50	
629	-	   25.50	  115.91	  178.50	
630	-	   51.00	    0.00	  229.50	
631	-	  255.00	    0.00	  127.50	
632	-	  178.50	   46.36	  229.50	
633	-	  255.00	   46.36	  127.50	
634	-	  127.50	  139.09	  204.00	
635	-	  127.50	  208.64	   76.50	
636	-	  102.00	  115.91	   76.50	
637	-	  178.50	   23.18	  127.50	
638	-	   62.59	   76.50	   62.59	
639	-	  204.00	    0.00	  102.00	
640	-	   76.50	  139.09	  255.00	
641	-	   76.50	  231.82	   76.50	
642	-	   25.50	   69.55	  178.50	
643	-	   51.00	  231.82	  229.50	
644	-	   51.00	  255.00	    0.00	
645	-	   76.50	  162.27	  204.00	
646	-	  229.50	  139.09	  255.00	
647	-	   51.00	   46.36	  255.00	
648	-	  153.00	  208.64	  204.00	
649	-	  204.00	   46.36	  102.00	
650	-	  102.00	    0.00	  204.00	
651	-	  153.00	   69.55	  255.00	
652	-	  153.00	    0.00	  255.00	
653	-	  127.50	   69.55	   76.50	
654	-	  127.50	  208.64	  204.00	
655	-	   76.50	  185.45	  229.50	
656	-	  102.00	  115.91	  204.00	
657	-	  204.00	  166.91	  166.91	
658	-	  178.50	  115.91	  153.00	
659	-	    0.00	   69.55	   51.00	
660	-	  102.00	   92.73	   25.50	
661	-	   51.00	   69.55	   25.50	
662	-	    0.00	   23.18	  255.00	
663	-	  178.50	   92.73	  127.50	
664	-	  204.00	   23.18	  255.00	
665	-	  178.50	   92.73	  178.50	
666	-	  204.00	    0.00	  229.50	
667	-	  229.50	  115.91	    0.00	
668	-	  178.50	  255.00	  204.00	
669	-	  102.00	    0.00	  153.00	
670	-	   76.50	   46.36	   25.50	
671	-	   25.50	   23.18	  102.00	
672	-	  127.50	  115.91	  153.00	
673	-	  239.55	  239.55	  239.55	
674	-	  127.50	  162.27	  102.00	
675	-	  255.00	   23.18	  204.00	
676	-	   51.00	  115.91	  178.50	
677	-	  204.00	  115.91	  102.00	
678	-	  127.50	  185.45	  204.00	
679	-	    0.00	  185.45	  229.50	
