CTI1   

DESCRIPTOR "Argyll Calibration Target chart information 1"
ORIGINATOR "Argyll targen"
CREATED "Tue Apr  8 19:51:28 2025"
APPROX_WHITE_POINT "95.106486 100.000000 108.844025"
COLOR_REP "iRGB"
WHITE_COLOR_PATCHES "16"
BLACK_COLOR_PATCHES "16"
OFPS_PATCHES "2388"

NUMBER_OF_FIELDS 7
BEGIN_DATA_FORMAT
SAMPLE_ID RGB_R RGB_G RGB_B XYZ_X XYZ_Y XYZ_Z 
END_DATA_FORMAT

NUMBER_OF_SETS 2420
BEGIN_DATA
393 173.9061 255.0000 106.2139 56.25337 81.73509 27.23545
394 138.6857 62.26006 137.8237 17.73869 11.65867 25.92129
395 71.09718 178.1263 10.85538 19.42610 33.92402 6.694033
396 41.69533 59.86660 60.52187 4.347240 4.994931 5.900352
397 95.16875 104.0230 107.3618 13.23973 14.28211 16.79331
398 186.8776 255.0000 29.67460 56.89337 82.33792 14.95171
399 82.79799 29.98606 0.000000 4.973523 3.730443 1.317777
400 168.3785 255.0000 0.000000 52.47309 80.08517 13.55475
401 229.7215 255.0000 195.2230 78.40333 92.32393 65.81178
402 137.3533 74.46821 180.9078 21.97547 14.50527 45.74533
403 0.000000 184.3206 228.4181 31.95881 40.63620 80.00937
404 143.7935 166.5410 0.000000 25.95014 34.04617 6.064794
405 209.3722 0.000000 0.000000 27.13761 14.47664 2.224763
406 67.15027 222.1075 87.14507 30.90147 54.64399 18.74021
407 0.000000 132.9634 21.86296 9.441441 17.65323 4.514816
408 100.9479 255.0000 85.52832 43.35724 75.19482 21.71128
409 0.000000 0.000000 206.5426 12.09556 5.437524 59.44147
410 13.36776 126.8849 190.1120 17.88339 19.76929 52.04031
411 208.2952 69.98694 57.22449 29.74057 18.95052 6.813770
412 146.6820 121.9845 0.000000 19.74528 20.88863 3.851805
413 255.0000 255.0000 255.0000 95.10649 100.0000 108.8440
414 61.99259 255.0000 225.5974 51.90839 78.22826 84.19358
415 208.0781 192.1336 255.0000 63.33849 58.81550 102.5674
416 223.5624 127.5117 255.0000 56.75166 38.92778 99.07539
417 255.0000 255.0000 201.9609 87.78582 97.07220 70.28531
418 153.0017 255.0000 187.8356 58.38146 82.09406 60.65511
419 255.0000 230.2706 207.9088 81.18208 82.72947 71.59088
420 23.42305 255.0000 85.33200 38.40125 72.64039 21.43848
421 22.44134 94.95231 255.0000 23.25577 16.41481 96.49390
422 143.2409 215.1990 112.4544 39.28680 56.18439 24.94802
423 217.7312 208.6232 0.000000 52.02942 60.67808 9.831981
424 48.65614 52.70120 0.000000 3.484705 4.131858 1.473675
425 0.000000 25.00249 87.11700 3.052222 2.371460 10.11089
426 127.3911 134.4497 223.5605 31.48765 27.80378 74.09644
427 73.41669 53.11272 131.1056 9.080509 6.574606 22.95224
428 180.3770 65.58610 47.24198 22.14024 14.66794 5.213560
429 75.39146 170.9614 222.4067 31.42263 36.55775 74.98202
430 255.0000 26.59665 178.3000 50.19523 26.00390 45.10321
431 48.19165 255.0000 166.6320 44.49327 75.17586 49.05584
432 230.7779 255.0000 255.0000 86.83289 95.73410 108.4563
433 91.67043 87.45740 48.24852 9.281716 10.27096 5.149284
434 0.000000 232.7148 181.6207 38.09102 61.85978 54.41792
435 255.0000 156.6762 231.2485 68.02899 51.54056 82.27627
436 113.5508 180.2842 162.5684 30.53608 39.54299 40.99830
437 0.000000 107.4253 213.2392 18.17086 16.26540 65.54062
438 147.8428 182.1620 205.0829 40.57825 44.77231 64.61447
439 221.1236 207.3435 42.68322 53.15967 60.75314 12.02023
440 88.42155 119.5215 0.000000 11.61714 16.25902 3.386250
441 122.6676 127.7079 139.7486 21.31352 22.22034 28.50057
442 174.7442 142.0363 64.10325 28.94827 29.52529 9.852963
443 52.48320 220.3271 0.000000 27.85124 52.57735 9.541725
444 44.07065 77.64750 213.6647 16.67897 11.66552 65.01249
445 104.7700 207.3433 73.93556 30.13662 48.79030 15.09484
446 198.0548 152.0935 33.91341 35.48808 35.27024 7.290955
447 175.0549 255.0000 80.36916 55.36809 81.41045 21.24495
448 191.1196 212.0332 215.6552 57.84801 63.50352 74.17564
449 195.8071 241.4200 43.86515 55.20317 75.29867 14.83365
450 150.7524 143.8489 64.42582 24.37020 27.56343 9.763269
451 63.90483 143.7318 0.000000 12.92136 21.74171 4.375878
452 255.0000 81.00868 176.8692 52.58831 31.01631 45.20107
453 255.0000 143.0733 85.50116 53.20932 42.17847 14.81363
454 126.5346 112.7314 43.41408 15.85315 17.24050 5.655588
455 100.7936 209.8736 117.3773 32.27880 50.57589 25.70407
456 255.0000 112.8187 232.2359 62.11104 39.48443 80.98792
457 234.2259 255.0000 226.2365 83.69678 94.60842 86.13626
458 165.3988 234.3491 255.0000 63.54566 74.56155 105.5959
459 51.04003 189.4584 37.48247 20.80670 38.05785 8.882954
460 27.76054 0.000000 131.9805 5.589931 2.889777 22.73428
461 55.31434 0.000000 232.3896 17.05300 7.602593 77.32052
462 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000
463 101.0450 221.4726 193.3533 41.61147 59.00946 60.22649
464 0.000000 209.6694 255.0000 41.60833 53.61541 102.7081
465 121.8568 188.4644 255.0000 44.70054 48.03550 101.4682
466 138.6308 225.7872 35.92473 38.66414 60.26059 12.10224
467 57.85814 42.72463 100.5157 5.867110 4.497917 13.48860
468 157.4055 54.01211 0.000000 16.15157 10.75140 2.084299
469 0.000000 206.5624 132.2036 27.12403 46.62182 30.12102
470 228.1803 158.5927 221.6560 57.94807 46.97296 75.07294
471 57.58721 45.79601 59.42706 4.455954 4.114131 5.574407
472 0.000000 133.5466 87.99575 11.12243 18.45230 12.97777
473 156.8689 101.8157 197.2372 29.43258 21.45773 55.90396
474 255.0000 0.000000 45.92835 42.31703 22.24688 5.477556
475 0.000000 224.7741 27.84526 27.80335 54.27013 10.94937
476 206.1172 56.27255 200.8429 38.06600 21.00357 57.53581
477 0.000000 75.25093 128.8241 7.419609 7.579693 22.43886
478 49.84658 209.7812 225.7600 38.61816 52.61291 80.06462
479 155.0371 177.6930 150.9241 35.61679 41.51318 35.95939
480 0.000000 64.42261 208.6328 14.18848 9.216390 61.39243
481 195.4168 255.0000 161.2794 65.18771 85.90133 47.52720
482 127.7657 255.0000 237.5394 60.39672 82.41102 93.34024
483 225.8238 117.5553 119.7552 41.70200 31.04213 22.17531
484 57.67317 0.000000 22.41445 2.856202 1.940018 1.856308
485 45.97509 111.4143 59.27214 8.575916 13.23421 7.096853
486 155.1698 46.88871 233.3735 30.03268 15.76600 78.94194
487 0.000000 0.000000 155.5333 6.902216 3.360514 32.08758
488 62.59525 143.6312 237.0018 27.95796 27.72172 84.08365
489 223.9935 46.60673 115.6678 35.52597 19.91356 19.09512
490 163.2232 0.000000 53.08008 16.63751 8.988950 5.063582
491 255.0000 232.5554 0.000000 70.55555 79.49489 12.48844
492 58.90107 0.000000 204.2793 13.60418 6.246753 58.09597
493 255.0000 226.6613 53.05060 69.57248 76.50935 15.30547
494 156.4244 213.0777 255.0000 56.10418 62.33666 103.6281
495 86.33787 22.54667 255.0000 22.99612 10.71128 95.40662
496 255.0000 101.9970 0.000000 46.53412 31.45875 4.481226
497 173.1046 41.21822 91.09291 20.75140 12.14343 11.93313
498 147.9804 155.5877 44.15289 25.24298 30.81470 7.852994
499 255.0000 229.5944 157.2915 75.78478 80.27295 44.08164
500 225.9592 135.2397 0.000000 40.65088 34.22411 5.324882
501 147.3158 0.000000 30.35690 13.20576 7.265970 2.806847
502 234.1078 165.5044 95.14468 50.09306 45.98006 17.85251
503 126.4058 116.9163 153.4124 21.59317 20.28845 33.66065
504 71.57194 255.0000 134.0780 43.28547 74.85459 35.39287
505 141.1880 0.000000 117.6492 15.12403 7.910299 18.45535
506 213.5394 174.2711 177.3510 51.25274 48.31551 48.86018
507 255.0000 230.4870 105.6546 72.53861 79.36824 25.76996
508 255.0000 81.54507 229.0135 58.78823 33.55929 77.66121
509 0.000000 146.7658 162.4105 17.78735 24.18236 38.63155
510 29.25209 45.55796 255.0000 20.33014 10.30995 95.46957
511 65.17478 45.59068 177.4174 12.01977 7.180449 43.02073
512 192.1013 115.7486 36.12957 29.01965 24.54474 5.732256
513 160.7640 0.000000 229.5069 29.57775 14.10702 75.80308
514 118.8493 142.2943 255.0000 36.00324 31.25857 98.68779
515 79.26292 83.11964 61.63362 8.136703 9.139951 6.656594
516 0.000000 40.76947 0.000000 1.777201 2.554184 1.259069
517 56.24863 176.2136 219.1905 30.72559 37.73387 73.02354
518 255.0000 68.28234 24.02519 44.05723 26.24410 4.462238
519 138.8289 202.8873 167.4792 39.58099 51.42978 45.13769
520 90.83798 200.1676 214.9865 37.88599 49.02039 71.98434
521 223.5653 110.9167 0.000000 36.92082 27.86022 4.292920
522 58.22792 136.1540 108.2743 14.17347 20.44931 18.18621
523 255.0000 153.0291 117.9499 56.34777 45.90855 23.71154
524 78.39597 179.8554 152.6367 25.93645 37.14176 36.35234
525 148.1904 43.67050 52.35060 14.62670 9.259573 5.135116
526 255.0000 91.24443 49.15808 46.10705 29.72135 7.063263
527 0.000000 229.7774 119.3900 32.27479 58.22953 27.80522
528 115.0518 255.0000 157.1259 49.44807 77.82728 44.92312
529 228.6053 105.0740 255.0000 55.74746 34.59472 98.29187
530 255.0000 49.03621 134.1586 47.19048 25.93799 25.77408
531 226.8466 228.5629 155.4674 65.83433 74.74064 42.73333
532 21.38072 178.3534 81.28657 18.62754 33.41427 14.09352
533 255.0000 163.2954 255.0000 72.72052 55.23433 101.3820
534 153.6930 0.000000 170.4480 21.36206 10.66296 39.67476
535 70.50637 0.000000 174.5009 11.14973 5.352696 41.21584
536 64.29733 168.2522 25.96226 17.20658 29.97872 6.705785
537 26.64755 255.0000 255.0000 54.71465 79.17384 106.9513
538 183.2308 255.0000 132.6710 59.96319 83.46485 35.66998
539 179.3570 236.1550 82.08266 50.74057 70.61235 19.73906
540 171.2177 173.7642 37.67747 32.95676 39.61146 8.559075
541 224.9355 171.6427 58.97734 47.04282 46.22697 11.39964
542 255.0000 169.1676 63.14345 56.80055 50.56128 12.30574
543 46.64465 0.000000 0.000000 2.144486 1.590101 1.053629
544 180.3025 106.2220 189.2747 33.95459 24.54314 51.64125
545 91.70939 99.28205 205.8553 20.79793 16.52960 60.69019
546 183.2720 113.1254 144.6030 31.28883 24.73276 30.35559
547 108.6737 162.7238 96.91654 22.25552 30.88570 16.82875
548 0.000000 255.0000 46.32847 36.89990 71.99836 15.40743
549 179.6072 28.77017 0.000000 19.97439 11.42061 2.012134
550 34.45090 220.5945 67.61648 28.18349 52.73390 14.90969
551 72.44366 232.2723 0.000000 32.32507 59.66573 10.67436
552 255.0000 155.2470 169.7401 60.63544 48.20384 44.50485
553 138.9188 40.51052 130.6606 16.33005 9.578111 22.99376
554 172.9407 201.8752 217.1554 51.35164 56.51621 74.17857
555 59.28250 153.0380 195.4491 23.88979 28.41551 56.47971
556 208.8155 212.8235 198.3557 60.62849 65.47052 63.42563
557 177.6084 255.0000 183.2630 62.98368 84.52250 58.36541
558 113.7104 91.63083 145.6412 16.70011 14.08075 29.48387
559 217.7637 95.19019 152.5331 39.27947 26.12123 33.47803
560 142.7255 255.0000 157.8738 53.67298 79.99831 45.45258
561 132.0949 233.5221 0.000000 39.43226 63.84983 11.10769
562 154.0405 74.42911 24.01541 16.81797 12.77736 3.296877
563 50.19366 154.1090 37.53151 14.10953 24.72630 6.666356
564 177.7049 217.7755 47.85556 44.40102 60.07123 12.87036
565 222.4309 36.22466 132.4780 35.74311 19.36997 24.50447
566 255.0000 185.4708 0.000000 59.10470 56.59639 8.671455
567 190.1316 34.05910 156.7437 28.62862 15.39398 33.79886
568 134.1467 175.5703 67.75941 27.07079 37.01273 11.95618
569 198.6625 182.1614 0.000000 40.82530 46.16260 7.620171
570 40.03670 159.2614 255.0000 32.05858 33.23068 99.27622
571 167.8284 106.9809 0.000000 22.15539 19.63049 3.482010
572 175.5141 88.97184 199.2228 32.38488 21.24440 56.89820
573 207.8693 0.000000 24.42374 26.88520 14.32710 3.088034
574 133.3519 77.35177 72.08105 14.44456 11.73366 8.449001
575 77.08672 45.61177 255.0000 22.86055 11.61769 95.58873
576 59.53915 147.3681 173.5780 20.72808 25.71713 44.17503
577 26.63969 255.0000 115.1833 39.91764 73.25594 29.01504
578 32.91154 179.7692 118.9940 21.02783 34.85907 23.76268
579 212.1147 71.98899 213.2381 42.12916 24.23153 65.81571
580 185.3054 202.6387 121.2588 45.37421 54.73748 27.03212
581 0.000000 205.5169 72.49407 23.91149 44.93822 14.43013
582 25.02869 67.37235 152.5763 9.065036 7.485828 31.49063
583 34.12381 49.45212 206.3594 13.83687 7.979684 59.72461
584 255.0000 208.2646 77.16855 65.55837 67.37074 17.39536
585 133.6684 23.63300 216.1904 23.29374 11.54138 66.32447
586 39.69513 205.3627 161.8554 29.99967 47.41340 42.21614
587 109.3276 255.0000 27.90151 42.89555 75.12309 14.18320
588 183.1952 196.3421 179.7821 48.13558 53.48161 51.29418
589 222.3180 219.1541 68.82988 57.09972 67.08386 16.34970
590 208.9230 175.3535 210.5156 53.83902 49.53139 68.30076
591 137.7246 179.6711 128.6883 31.32839 40.07090 27.40463
592 255.0000 186.7962 233.1421 73.96375 62.98176 85.57035
593 58.27586 255.0000 0.000000 38.14871 72.69947 12.88353
594 145.6714 214.0341 67.31421 37.50750 55.05284 14.81878
595 45.95811 112.9858 204.6463 18.82663 17.60904 60.24339
596 181.8949 100.8363 255.0000 42.53804 27.16482 97.55340
597 255.0000 26.59711 205.8125 53.21675 27.21234 61.01782
598 199.0355 94.93550 136.5012 32.80957 22.89263 26.80269
599 101.5856 144.4438 204.9261 27.22105 28.01234 61.98454
600 51.45262 76.29403 112.4417 7.873333 8.033554 17.30432
601 103.7949 149.0319 80.52331 18.72732 25.77187 12.46465
602 0.000000 97.75119 145.0443 10.36491 11.62657 29.10414
603 94.75088 98.45261 255.0000 27.88434 19.27482 96.80218
604 230.0721 0.000000 202.6087 43.95831 21.92031 58.48610
605 192.1341 114.2741 223.6456 41.81779 29.39778 73.91989
606 11.75370 213.7811 218.2201 37.45792 53.59779 75.06905
607 182.0113 156.5427 137.2546 36.45197 36.36292 29.49133
608 70.24813 141.2939 149.9151 18.43548 23.41969 32.94831
609 72.60747 218.3980 255.0000 46.48708 59.37779 103.5635
610 233.0932 203.2930 103.0855 57.94129 61.56030 22.42078
611 24.64082 255.0000 178.2485 44.77440 75.19257 54.85668
612 235.9902 70.81949 126.6983 41.23800 24.60444 23.21917
613 255.0000 230.6077 231.7757 84.40360 84.16688 88.09945
614 0.000000 55.37602 230.9041 16.63784 9.446469 76.60494
615 71.76939 199.5961 100.0350 26.26495 43.97505 19.91331
616 230.5232 0.000000 152.8573 39.15649 20.01649 32.44481
617 61.90538 93.12747 19.12234 6.965012 9.830173 3.005874
618 42.58851 0.000000 181.4598 10.27400 4.821138 44.78680
619 186.6359 55.71609 197.1146 32.57952 18.18467 55.03338
620 134.7945 100.1749 0.000000 15.38827 15.13959 2.971549
621 77.17656 42.27553 49.72953 5.437993 4.453992 4.391128
622 0.000000 81.02772 185.7274 12.66169 10.32775 48.04003
623 88.90164 0.000000 53.75930 5.723212 3.359696 4.633641
624 193.6735 0.000000 70.49625 24.05429 12.75846 7.875349
625 243.2282 123.2193 87.97160 46.45536 34.68303 14.24466
626 0.000000 56.13626 57.21590 3.143236 4.107559 5.348362
627 126.4580 53.79648 167.3582 17.82120 10.79497 38.38174
628 137.5334 237.0776 163.7349 47.91754 68.95859 46.30422
629 235.7235 140.7702 162.5377 51.05876 40.00417 39.99218
630 127.3500 172.2131 18.55837 24.47616 34.82826 6.884116
631 0.000000 146.0615 49.34311 11.74238 21.59214 7.324402
632 32.85233 158.9016 211.9745 25.63739 30.53545 67.07043
633 255.0000 133.1150 25.71034 50.33150 38.76223 6.642093
634 144.1728 102.5110 123.6328 20.75041 17.82505 21.97108
635 217.8540 128.4552 78.98211 38.68107 31.69688 12.26284
636 30.34607 255.0000 55.48098 37.63959 72.35667 16.48372
637 27.25223 26.90660 116.1475 4.969708 3.257561 17.63409
638 73.50895 255.0000 79.73263 40.58775 73.79236 20.43068
639 255.0000 52.36631 0.000000 43.06223 24.51594 3.323921
640 154.2095 149.5955 180.7695 33.20229 32.58218 48.56982
641 239.8987 219.1796 240.1851 77.27022 75.81169 93.20557
642 97.74917 186.2656 255.0000 41.27147 45.58026 101.1748
643 32.01155 205.7794 40.47936 23.77722 45.05264 10.33443
644 152.4160 163.2673 237.7144 42.14990 39.76922 86.20338
645 123.4832 112.1433 82.94502 16.45194 17.32568 11.43077
646 0.000000 113.4765 101.6136 9.254891 13.73907 15.37350
647 80.86075 229.1507 157.4385 38.19308 60.70831 42.35033
648 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000
649 50.73806 130.4232 143.9047 15.27487 19.59702 29.92990
650 50.33952 0.000000 68.61007 3.370540 2.100625 6.600600
651 76.59911 138.5869 39.74503 13.45507 20.85714 6.142599
652 255.0000 125.4434 103.4808 51.59463 37.66226 18.24541
653 104.6398 48.95436 255.0000 25.68264 13.27041 95.75912
654 233.7547 100.3859 54.26741 39.72899 27.64261 7.591907
655 255.0000 0.000000 117.8583 45.05945 23.34368 19.92216
656 20.53749 25.31057 46.67782 2.148957 2.055005 3.772765
657 127.1958 219.8855 240.6406 50.67059 62.36054 92.36220
658 198.4295 94.91084 24.39105 28.38049 21.09939 4.314736
659 235.1161 148.8691 255.0000 63.44990 46.89409 100.2603
660 172.2554 212.1506 0.000000 41.24696 56.40144 9.574359
661 100.4104 38.64035 103.2971 9.393767 6.094577 14.32646
662 195.2750 0.000000 127.6062 27.18450 14.05757 22.23118
663 116.1628 103.6598 173.6364 20.54890 17.43234 42.61472
664 181.3006 208.8494 166.3084 49.31704 58.56952 45.44154
665 169.4543 52.54958 108.8871 21.26344 12.97314 16.54013
666 9.451868 107.8226 17.14931 6.509327 11.68115 3.302866
667 255.0000 25.32509 118.2034 45.43087 24.05391 20.14622
668 169.8511 87.21576 55.43547 21.46582 16.50576 6.548988
669 159.0335 255.0000 229.3884 64.62423 84.72448 87.50228
670 167.5385 133.9164 255.0000 43.19108 33.19653 98.68330
671 255.0000 77.73710 148.6502 49.85251 29.54626 31.95064
672 111.3073 80.36929 202.2376 20.97871 14.33203 58.00286
673 23.88729 68.98402 255.0000 21.34744 12.54972 95.84833
674 255.0000 33.45936 26.89013 42.57595 23.23219 4.121999
675 50.49581 132.9274 255.0000 28.49225 25.41800 97.95598
676 27.06774 149.3435 0.000000 12.14399 22.61807 4.585985
677 78.56047 15.39753 11.51775 4.393886 3.001970 1.537022
678 11.44940 24.23868 74.06079 2.696700 2.220254 7.572580
679 133.0984 0.000000 225.5841 24.12711 11.35887 72.73954
680 229.1449 255.0000 92.67829 70.38512 89.09603 24.53241
681 255.0000 173.0646 188.1795 65.64407 55.26516 55.28634
682 219.7986 74.10450 114.1282 35.60738 22.10349 19.05405
683 202.0950 164.9804 96.73629 40.58282 40.92904 17.75860
684 29.59481 152.3785 106.5306 15.29937 24.66081 18.46129
685 178.5020 119.3137 117.7460 29.08300 24.85522 21.02080
686 109.1659 0.000000 69.63185 8.347293 4.663014 6.998121
687 212.4313 255.0000 0.000000 63.41006 85.72431 14.06724
688 64.77912 109.3431 29.60998 8.821678 13.09609 4.113631
689 25.35221 55.79323 26.97517 2.991397 4.067429 2.512586
690 33.72558 94.59242 56.40811 6.376224 9.648359 6.143376
691 223.8965 80.65405 37.46118 34.62894 22.58602 5.166688
692 187.9905 255.0000 232.1855 71.38308 88.16416 89.85903
693 55.51525 66.65819 75.28553 5.822279 6.259348 8.404162
694 178.5829 191.1114 140.2401 42.48465 49.25717 32.79257
695 102.8987 235.8122 30.43116 36.40831 63.22486 12.39150
696 54.17809 58.33323 199.3570 14.27816 8.908982 55.55183
697 150.3244 233.2664 210.3806 54.00102 69.91728 72.13974
698 161.0737 173.0666 76.74097 31.69181 38.64919 13.55663
699 176.5946 6.942214 237.2572 34.10640 16.42562 81.77324
700 159.9431 48.39831 69.83945 17.49407 10.95550 7.764885
701 207.6790 148.9398 182.2656 45.68309 38.84689 49.92180
702 208.9589 96.19515 168.9806 38.26935 25.56876 40.94236
703 144.8904 124.0014 141.7575 24.49430 23.14781 29.28644
704 48.75271 0.000000 152.2312 7.872356 3.892196 30.71251
705 145.5411 53.37405 175.0491 21.59904 12.63008 42.34935
706 131.7388 55.42307 0.000000 11.75338 8.581604 1.897109
707 11.31953 186.4759 187.6137 27.57097 39.61385 53.95396
708 28.48735 39.43610 175.4390 9.923968 5.797375 41.84455
709 141.8371 113.0419 204.7340 28.74646 22.73171 60.76464
710 37.70215 140.0018 64.36577 11.99245 20.34105 9.012120
711 29.42705 108.3716 158.6622 13.02894 14.42628 35.28905
712 0.000000 255.0000 121.3580 39.84398 73.17581 30.91421
713 233.0496 21.39397 255.0000 52.43021 25.85526 96.77961
714 167.3120 194.0141 20.91444 36.08006 47.42380 8.812021
715 193.2369 34.34844 14.13822 23.48930 13.44162 2.633447
716 159.2895 49.35132 200.6200 26.70885 14.68887 56.77917
717 116.8218 16.58369 192.1169 17.86464 8.889526 51.08771
718 237.0107 107.4188 236.8352 55.94112 35.36995 83.95985
719 208.4585 240.1479 242.9853 73.79096 82.52927 96.86422
720 31.87224 255.0000 231.9354 51.40308 77.86648 88.73901
721 46.48027 255.0000 28.01389 37.74996 72.46985 13.94903
722 89.20450 136.5464 86.80628 15.58697 21.37512 13.05309
723 140.5395 43.32057 222.6089 25.80000 13.55424 70.97900
724 221.3873 42.92083 36.01576 31.80734 18.11302 4.334878
725 88.35627 47.71809 26.04511 6.238176 5.215600 2.508276
726 0.000000 166.1619 0.000000 14.53009 28.05639 5.510066
727 95.62622 56.19888 203.0022 17.81972 10.52997 57.90729
728 227.1151 199.0640 154.1529 58.42265 59.96957 39.70013
729 205.7578 81.25865 0.000000 29.06643 19.82302 3.155184
730 21.17791 103.4943 137.1234 10.64027 12.65184 26.22489
731 0.000000 29.15060 140.0214 6.126946 3.752231 25.83986
732 175.4009 0.000000 23.32639 18.74913 10.13342 2.648043
733 27.24743 188.5083 31.39238 19.61654 37.15410 8.309066
734 112.9381 174.4586 33.32901 23.08464 34.72616 7.795912
735 0.000000 21.39946 193.8222 10.89417 5.393511 51.76751
736 225.1005 46.03321 208.7656 44.10824 23.34960 62.62998
737 52.72372 18.83524 15.08527 2.753053 2.232034 1.596206
738 81.83671 133.8620 212.0644 24.62665 24.31885 65.98257
739 38.92712 195.4598 105.7749 23.81347 41.29310 21.01900
740 255.0000 25.01761 85.42793 43.81506 23.39721 11.66787
741 145.5889 160.7486 71.26059 26.37336 32.61411 11.71304
742 114.7388 94.14477 101.2532 14.27975 13.47713 14.96611
743 245.4248 192.7746 16.00039 57.35298 57.99319 9.518811
744 0.000000 79.02212 24.79414 3.941360 6.607475 2.826788
745 0.000000 130.6599 206.1321 20.03671 21.39676 61.84437
746 196.6763 64.66695 92.25507 27.48966 17.18523 12.81410
747 157.8625 56.96677 255.0000 34.25177 18.22513 96.26420
748 102.4009 222.9310 216.7328 44.94366 60.97399 75.09126
749 121.0812 0.000000 22.86741 8.969880 5.091737 2.165936
750 232.7442 255.0000 33.60869 69.87324 89.02432 15.83339
751 20.90127 116.5808 239.0197 22.98251 19.82532 84.36089
752 118.4634 154.2323 216.4930 32.27345 32.73406 70.14587
753 43.05414 81.04504 192.6332 14.39494 11.13733 52.00213
754 105.6396 129.3374 152.8059 20.33586 21.91354 33.78023
755 102.4236 55.14589 73.53167 9.040417 7.023581 8.073393
756 237.0681 187.4940 67.03470 54.30261 54.63272 13.80944
757 63.94456 214.4029 193.7001 36.60662 53.73146 59.67282
758 200.8434 255.0000 84.29430 61.80739 84.71338 22.32268
759 74.79907 255.0000 192.9690 48.78930 77.08386 63.11445
760 228.4354 48.50319 255.0000 51.75196 26.68428 96.97536
761 114.0080 145.0288 117.2089 21.09206 25.87509 21.47372
762 89.39019 199.5104 14.75587 25.53698 43.82456 8.412644
763 27.91648 79.58805 0.000000 4.282298 6.863366 1.958928
764 181.3661 179.9378 222.0623 49.16114 48.28506 76.07152
765 123.7558 255.0000 75.69483 45.88098 76.53808 19.93348
766 81.81825 219.6623 25.13449 29.85625 53.33447 10.50061
767 192.1619 182.8887 164.2259 45.96024 48.26015 42.64214
768 209.5603 134.9491 44.76290 36.22589 31.82921 7.530573
769 80.71568 159.6204 108.5578 19.42603 28.56204 19.55428
770 255.0000 200.7971 131.2940 66.53870 64.94177 31.25902
771 157.2011 255.0000 135.7386 54.59207 80.67093 36.52664
772 78.46464 54.91289 166.1370 12.32420 8.050514 37.55647
773 206.8955 39.62286 189.1477 36.29643 19.24159 50.42286
774 229.2975 53.79189 66.12512 35.35987 20.52719 8.083109
775 146.0462 194.3984 255.0000 49.80382 52.57402 102.0754
776 90.49536 255.0000 234.7812 55.44313 79.90287 91.03445
777 217.1883 187.9604 137.8567 51.71453 53.03641 32.13134
778 64.49143 66.85439 93.62258 7.087430 6.845854 12.20710
779 48.08958 100.4011 97.52477 8.921744 11.58752 13.95357
780 48.99562 193.2783 0.000000 21.19556 39.52465 7.372717
781 34.49323 0.000000 47.83792 2.194253 1.555047 3.796101
782 255.0000 234.1883 183.6290 79.54171 83.82252 57.55664
783 143.8828 98.62374 172.9446 24.21217 18.60901 42.30059
784 112.6695 226.1369 136.0810 39.06937 60.13598 33.50658
785 85.29954 12.35534 237.1118 20.02129 9.254582 81.02046
786 223.6742 39.50074 168.9692 39.15742 20.94468 39.99746
787 29.49052 100.8245 38.32040 6.457680 10.58641 4.405911
788 84.17950 119.5181 37.04254 11.55963 16.19045 5.112808
789 128.3333 191.5054 43.20118 28.85402 42.84947 9.893701
790 255.0000 103.5018 162.6741 53.19833 34.36038 38.85334
791 59.73219 98.99413 111.8168 10.13156 11.92988 17.75657
792 28.87826 231.3732 255.0000 47.76532 65.18819 104.6177
793 125.7323 178.9544 103.6746 27.88836 38.25279 19.65880
794 202.3950 213.5755 255.0000 66.79391 68.03265 104.1646
795 255.0000 255.0000 255.0000 95.10649 100.0000 108.8440
796 0.000000 230.0484 55.99369 29.73601 57.33360 14.06486
797 107.9913 74.18924 37.42494 9.896118 9.164669 3.875620
798 95.23683 109.7628 177.2796 19.07691 17.56419 44.58190
799 123.7968 63.43522 120.1906 14.35240 10.14239 19.71867
800 196.2190 234.3898 255.0000 70.70720 78.27111 105.9348
801 34.70789 147.9698 136.5046 16.59213 24.08010 27.88732
802 135.9366 234.1150 255.0000 58.07671 71.64368 105.3207
803 197.9979 203.5306 93.22779 47.29131 56.20526 19.52614
804 182.4584 156.9240 89.59603 33.94191 35.47313 15.40938
805 156.9878 37.59227 123.0426 18.97987 10.86015 20.52743
806 0.000000 152.6887 74.05850 13.45358 23.94276 11.19871
807 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000
808 206.2663 125.1334 215.6516 45.77880 33.47462 69.01246
809 98.43104 190.9257 175.8507 32.20725 43.54700 48.16863
810 148.4614 172.2159 174.4738 35.43116 39.61027 46.53594
811 99.55521 122.1222 203.9106 23.84053 21.77807 60.32509
812 32.94138 61.70872 80.88281 4.775137 5.284888 9.314593
813 0.000000 232.4647 208.3246 41.01195 62.91608 70.14785
814 130.8841 45.84244 255.0000 29.08163 14.83845 95.88277
815 171.0320 229.0069 160.6812 51.71927 67.59169 44.42840
816 210.1746 196.2266 213.1876 58.87301 58.54225 71.52352
817 215.9320 31.19305 228.6070 43.45615 22.00458 75.94395
818 93.96127 38.19772 62.54838 7.134666 5.089516 6.058066
819 180.1410 14.55819 64.93455 20.77367 11.32826 6.894917
820 255.0000 133.3554 189.8838 59.37232 42.43023 54.09992
