CTI1   

DESCRIPTOR "Argyll Calibration Target chart information 1"
ORIGINATOR "Argyll targen"
CREATED "Mon Aug 11 12:25:15 2025"
APPROX_WHITE_POINT "95.106486 100.000000 108.844025"
COLOR_REP "iRGB"
TOTAL_INK_LIMIT "300.0"
WHITE_COLOR_PATCHES "4"
BLACK_COLOR_PATCHES "4"
OFPS_PATCHES "672"

NUMBER_OF_FIELDS 7
BEGIN_DATA_FORMAT
SAMPLE_ID RGB_R RGB_G RGB_B XYZ_X XYZ_Y XYZ_Z 
END_DATA_FORMAT

NUMBER_OF_SETS 680
BEGIN_DATA
509 244.5781 120.3908 235.8619 59.80332 39.52596 83.82305
148 213.9752 0.000000 183.4051 36.95318 18.55391 47.07950
372 127.9803 218.8811 151.5463 40.43480 57.86432 39.12474
616 185.9729 72.05060 101.2796 25.67884 16.86385 15.02622
117 72.37509 151.0128 0.000000 14.63257 24.29323 4.778270
256 149.2440 52.38350 52.82256 15.18041 10.06800 5.317884
44 158.9208 255.0000 255.0000 68.41676 86.23869 107.5934
126 195.0182 109.0037 69.52763 29.78128 23.75098 9.536806
289 104.6517 162.1804 141.1868 24.32488 31.50600 30.68732
18 255.0000 0.000000 109.4625 44.58786 23.15507 17.43824
112 255.0000 219.3131 39.73833 67.36615 72.51736 13.27454
598 24.82661 192.0186 18.69867 20.17322 38.57614 7.840318
39 255.0000 255.0000 104.8156 79.75053 93.85859 27.96265
124 209.4341 73.33338 255.0000 47.40672 26.39354 97.14809
37 174.1166 0.000000 255.0000 36.17894 17.07129 95.93997
178 178.0135 219.8989 255.0000 62.36483 68.14030 104.4186
656 26.33902 8.970119 38.92478 1.888136 1.559194 2.955545
179 221.8506 80.42580 0.000000 33.65074 22.09597 3.352482
544 153.8212 97.68631 22.98745 18.60867 16.43619 3.854317
66 0.000000 125.7423 175.1085 16.02598 18.77466 43.85924
515 61.99633 27.09841 81.52860 4.847110 3.390442 9.071240
313 20.14406 186.7577 70.68107 19.94767 36.67654 12.73911
208 219.1936 255.0000 132.4140 69.53774 88.40355 36.02724
50 92.51795 0.000000 174.9679 13.07924 6.342316 41.54297
5 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000
575 57.69933 147.2528 98.73472 15.29677 23.50407 16.21516
577 153.6744 186.2668 228.3652 45.48822 48.21239 80.72103
243 37.43859 171.1962 255.0000 34.09730 37.45112 99.98351
60 51.34422 255.0000 255.0000 55.64523 79.65365 106.9949
68 255.0000 255.0000 212.6515 89.08283 97.59092 77.11683
444 137.3892 57.43943 116.9681 15.92473 10.50971 18.70634
559 176.4295 233.3077 72.61609 48.93714 68.52489 17.68584
78 255.0000 255.0000 55.09930 77.92049 93.12669 18.32363
554 81.22588 190.6214 21.95158 22.88607 39.52281 8.032601
47 255.0000 181.9847 176.4955 66.19652 58.28780 49.55561
299 58.95500 64.85501 161.2865 11.04070 8.202785 35.38420
458 115.7052 192.9609 228.8160 40.94163 47.98593 81.24281
220 255.0000 38.98552 179.3182 50.63597 26.72234 45.75259
297 118.7676 142.7462 0.000000 18.18794 24.23929 4.580602
551 202.4565 143.6076 135.3483 39.40729 34.86674 28.34144
546 110.0185 50.86181 128.8708 12.44958 8.181288 22.30617
187 221.3221 34.71281 255.0000 49.07752 24.59263 96.71247
423 119.5550 240.0853 109.5063 42.24365 67.76945 26.18590
638 150.4254 120.3599 244.3176 36.43823 27.32939 89.22474
387 156.6315 21.79036 54.24426 15.64043 8.887461 5.237478
591 92.68354 20.04967 100.4832 7.986922 4.705234 13.40875
668 125.4800 55.31832 71.09167 11.93959 8.539660 7.797937
212 200.0519 102.5255 176.1877 37.12920 25.78653 44.65430
484 47.93561 217.4842 66.42354 27.88028 51.38902 14.48018
98 117.9295 255.0000 156.9676 49.81547 78.01826 44.87048
59 44.32269 255.0000 0.000000 37.44737 72.33786 12.85067
401 212.5206 133.2080 93.03042 38.32048 32.38260 15.35468
562 16.93318 106.0065 17.04410 6.431777 11.36331 3.241306
500 38.77958 142.7721 123.3776 15.07449 22.22755 23.03646
368 0.000000 91.09719 173.3854 12.21726 11.42491 41.76732
331 177.5594 46.37876 164.9644 26.78073 14.97266 37.57471
19 255.0000 181.9112 255.0000 76.24527 62.28285 102.5569
517 21.10072 95.47279 94.66495 7.432243 10.15751 13.07150
190 150.7811 213.5845 229.1153 51.31814 60.50226 83.32922
307 146.4394 15.14691 222.0928 26.05142 12.65931 70.43306
393 23.09821 157.2093 93.47229 15.30150 25.91374 15.42033
207 108.4019 191.1706 94.62626 27.68254 41.95369 18.13345
493 231.2303 23.74575 161.8243 40.46090 21.07339 36.56641
424 88.97314 200.0783 69.96934 26.63723 44.46805 13.77349
308 53.21760 23.93641 20.67832 2.918138 2.451866 1.866429
483 108.7533 223.8387 79.98806 34.99549 57.46639 17.62273
410 196.3225 231.1438 114.4519 54.98687 70.53346 27.47774
200 95.51552 255.0000 187.4823 50.06280 77.80928 60.06889
110 255.0000 152.2485 144.3851 58.00034 46.36771 33.03805
557 215.2355 53.65177 18.86186 30.21967 17.96708 3.340207
671 202.7612 171.9550 119.3812 43.23670 44.05811 24.48964
388 40.82529 182.7956 177.4584 26.52475 38.06664 48.23996
265 0.000000 87.89722 255.0000 22.31786 15.03986 96.27789
38 0.000000 209.2391 255.0000 41.50350 53.40577 102.6732
610 148.1912 240.4926 231.1978 58.42893 74.95533 87.26442
676 100.2307 232.6419 140.9122 39.73176 63.08810 35.86598
84 255.0000 185.5167 125.9755 62.84125 58.10604 28.30518
579 183.4626 151.4947 52.27492 32.09917 33.34158 8.854493
79 0.000000 209.3935 189.2076 32.78657 49.97965 56.57484
555 113.3923 237.5710 199.4956 48.20387 68.89398 65.42766
355 146.8972 185.3855 130.4910 34.17366 43.25035 28.49426
109 0.000000 170.4585 255.0000 33.18848 36.77805 99.90146
115 65.96062 127.3931 119.6869 14.12404 18.60725 21.20603
369 149.7060 23.09700 112.1464 16.60819 9.164824 16.97699
644 229.6871 204.3602 76.18288 55.97088 61.04739 16.49993
611 21.35706 110.3800 62.04354 7.737098 12.62758 7.409082
183 64.01043 55.25370 51.75972 5.066953 5.051791 4.757202
285 36.86277 255.0000 135.8453 41.54472 73.94281 35.95439
361 38.80268 162.5260 146.6696 19.89371 29.26299 32.66224
422 12.94613 71.24745 68.60313 4.461413 5.997172 7.294185
80 124.2182 91.28681 127.3773 16.80633 14.24149 22.73546
625 213.0079 179.3505 175.5245 51.91227 50.14861 48.23794
584 220.5372 195.6245 29.29649 50.06669 55.15453 10.03941
472 185.5421 173.4646 28.53860 36.03616 41.12914 8.022526
25 128.9371 255.0000 0.000000 45.35905 76.41715 13.22140
77 173.4971 255.0000 94.52258 55.60024 81.46347 24.26528
467 120.9975 174.0327 19.40644 23.91846 35.05308 6.994462
16 0.000000 170.9050 0.000000 15.40068 29.79733 5.800266
270 225.2652 184.0595 0.000000 48.80737 50.85393 8.105333
550 236.4879 18.30925 191.2193 44.96278 22.91290 51.85219
406 55.44521 118.1308 188.8710 18.09399 18.30543 51.04487
617 23.21587 152.3214 170.6005 19.76350 26.41252 42.87431
675 131.9451 95.81405 64.26918 15.46110 14.47071 7.681930
61 45.88439 255.0000 179.2032 45.59199 75.60308 55.39319
674 106.5917 161.2393 85.83555 21.27105 30.04895 14.22404
365 100.0488 144.8952 112.5390 19.14322 24.87101 19.98915
561 24.34047 198.4529 236.8348 36.58807 47.42691 87.30617
103 212.2234 187.7261 255.0000 63.56342 57.52934 102.3073
237 208.7289 200.5542 130.5843 51.56230 57.14237 30.29267
67 51.90073 0.000000 101.2249 4.733658 2.654819 13.37264
506 229.4308 121.3902 17.23996 40.04690 31.23751 5.315166
445 26.19048 95.08562 157.0165 11.51274 11.74769 34.11731
462 225.9787 200.8041 233.6469 67.33389 64.13062 86.51655
552 25.20351 99.29886 239.1221 21.29102 16.27371 83.84301
164 255.0000 84.43873 32.10697 45.26243 28.50048 5.337984
626 13.52342 190.8188 170.4475 26.80474 40.78718 45.20272
195 205.8927 205.6558 60.75887 48.76910 57.84399 13.79506
21 83.79080 0.000000 0.000000 4.601310 2.856847 1.168751
601 59.42535 57.74837 22.57395 4.445215 4.963816 2.364440
238 231.3323 228.4493 0.000000 61.32449 73.05132 11.73082
432 162.8911 27.46110 25.10123 16.50550 9.566026 2.753313
359 0.000000 122.9076 37.11142 8.333707 15.13367 5.084351
93 85.10127 0.000000 78.48124 6.096862 3.468493 8.435814
508 125.6481 108.0215 215.9698 27.04698 20.89397 67.78398
233 75.38095 96.00053 86.56923 9.729699 11.45241 11.39615
620 89.17798 44.14118 39.53961 6.364276 5.054066 3.447630
300 217.9568 255.0000 220.1243 77.82509 91.67545 81.59604
87 0.000000 146.7582 68.15507 12.33076 21.99818 9.896922
402 38.07759 151.0528 226.8388 26.46515 28.81832 76.88161
86 139.9395 190.1327 255.0000 47.82802 50.17647 101.7167
75 173.7587 38.59557 255.0000 36.80527 18.44089 96.17136
152 88.40454 170.9195 202.1861 30.00276 36.10684 61.69901
630 24.31506 90.78474 127.1562 8.869072 10.08757 22.27665
175 39.04705 0.000000 0.000000 1.830151 1.428028 1.038899
505 138.6594 228.2687 187.1235 47.92069 65.03841 57.51671
459 79.85901 0.000000 216.8164 16.64023 7.632596 66.34185
436 0.000000 181.9564 141.3523 22.33922 36.01579 31.72651
197 200.0439 255.0000 52.82034 60.63169 84.21865 17.23702
196 255.0000 218.2083 165.1811 73.44694 74.49341 46.70862
518 184.3419 29.54259 45.93888 21.58727 12.22384 4.635692
394 37.45174 33.78125 48.46068 2.869376 2.733038 4.054888
155 255.0000 221.6821 255.0000 85.47988 80.74949 105.6351
264 218.0107 79.37520 193.9406 42.05891 25.20400 54.01913
234 150.3993 190.1640 198.0318 41.88719 48.02268 60.85050
363 234.7541 159.8287 42.10483 47.67249 43.44426 8.913829
165 68.78494 102.0863 155.7047 14.04396 14.03526 33.84709
291 103.1810 32.85221 66.25636 8.074051 5.327045 6.606289
329 79.42168 255.0000 222.2458 52.71925 78.69839 81.88255
133 225.1364 137.4943 221.6516 53.71950 39.92595 73.93232
658 199.9015 89.60878 215.2641 40.32182 25.18987 67.44146
347 230.6128 13.62159 120.5105 37.04173 19.41478 20.41468
337 0.000000 213.9771 38.24388 25.15256 48.73797 10.77919
119 0.000000 73.96249 217.9945 15.95076 10.85404 67.79758
652 188.8847 20.83662 149.4236 27.41658 14.38499 30.52642
46 255.0000 0.000000 55.71079 42.52992 22.33202 6.598884
496 240.1873 178.0775 101.4652 54.76713 51.86688 20.29823
453 91.50960 63.45402 167.1841 14.02909 9.566064 38.26054
141 49.22706 0.000000 178.3596 10.25695 4.848504 43.15421
457 29.26038 217.3062 209.1822 37.57081 55.11139 69.37302
28 0.000000 86.92281 0.000000 4.368197 7.735453 2.122742
180 148.9454 206.4207 96.46604 37.32587 52.06593 20.01478
411 195.6004 229.3105 17.59948 51.36732 68.25517 11.87931
666 184.0617 59.49580 39.35940 22.52768 14.39282 4.383297
277 147.8577 0.000000 34.48382 13.35874 7.338336 3.107766
556 92.84136 214.4037 114.2728 32.38532 52.31695 25.09868
595 106.1226 155.4704 182.0142 26.94322 30.74783 49.21037
153 0.000000 108.4071 129.3037 10.29518 13.27949 23.55326
235 159.1597 154.6607 148.5903 32.07531 33.54543 33.63413
230 66.52360 197.8026 92.75053 25.15391 42.83563 18.00161
342 157.3297 123.7917 97.72620 24.11055 23.21744 15.44767
533 82.99872 75.52921 106.6976 9.670331 8.918424 15.76444
332 154.2827 114.2858 129.6046 24.20002 21.39285 24.49135
578 26.35715 48.57196 28.38825 2.712788 3.446252 2.494225
54 255.0000 136.3809 68.56044 51.65027 40.00974 11.36742
664 30.20875 151.4168 12.39033 12.62760 23.34731 5.058260
586 46.98607 44.97406 115.1500 6.160503 4.682803 17.54638
188 0.000000 212.2819 0.000000 24.37975 47.75297 8.793317
629 167.8469 50.92209 134.1991 22.39864 13.27334 24.64986
613 74.39880 158.6888 130.8562 20.09518 28.51669 26.51982
454 222.2102 154.5482 255.0000 60.29049 46.61627 100.3731
55 255.0000 56.12912 0.000000 43.23652 24.86447 3.382017
70 255.0000 142.5903 182.7219 59.92829 44.75093 50.55686
678 246.9334 18.59926 70.39848 40.28428 21.45935 8.683923
524 122.0854 194.5023 183.4563 36.67920 46.92382 52.59793
12 0.000000 255.0000 255.0000 54.27632 78.94783 106.9308
139 0.000000 0.000000 33.62769 1.280582 1.112215 2.477852
15 0.000000 131.9670 255.0000 27.03608 24.47497 97.85064
650 227.3451 125.5908 66.55948 40.79682 32.29106 10.13442
69 177.6818 255.0000 218.4529 67.09890 86.17025 79.95386
273 186.7473 34.46582 119.0012 25.10518 13.90761 19.50591
679 58.62095 118.3573 21.00684 9.353524 14.87291 3.940829
301 180.0762 255.0000 136.0078 59.45858 83.17793 36.85346
497 74.06140 17.82226 54.38484 4.680219 3.133861 4.721373
464 67.23704 194.8752 168.5435 29.64977 43.59098 44.66248
421 233.6020 233.6321 140.4580 68.21282 78.18912 37.10591
482 175.6615 41.53526 208.5000 30.78777 16.24031 61.78888
433 141.0483 133.1223 193.3641 29.77492 27.07866 54.69254
36 141.8012 255.0000 126.8334 51.19800 78.99027 33.23827
303 211.0366 0.000000 255.0000 45.47851 21.86618 96.37574
142 73.42260 255.0000 141.1815 43.93083 75.12862 38.07311
284 255.0000 99.19229 71.92932 47.42163 31.38445 10.47963
346 93.56485 115.0314 212.9565 23.48536 20.23247 65.84001
600 50.74543 92.92783 64.94824 7.151449 9.805025 7.320405
412 225.7913 33.10445 86.76451 34.22266 18.73721 11.55356
144 107.2961 92.97363 0.000000 10.91168 11.85882 2.574037
471 192.9140 227.0821 47.02414 50.47937 66.84880 13.77053
659 232.9843 90.57684 20.95540 38.06712 25.54059 4.485234
672 166.4079 150.5726 234.3255 42.29370 36.74533 83.05534
338 152.3868 240.3837 151.6180 50.43533 71.79612 41.31767
169 178.2705 0.000000 72.48010 20.41283 10.87357 8.036543
648 34.41796 98.75642 39.00811 6.424328 10.27718 4.406623
214 114.7528 213.7746 0.000000 31.71938 52.08910 9.243751
268 24.66607 127.7967 92.02870 10.91905 17.19650 13.63755
314 0.000000 187.4042 218.8512 31.31912 41.40840 73.46960
510 229.9393 44.07583 113.5561 37.16631 20.63014 18.51878
282 57.05783 197.8861 200.7337 33.04895 45.95560 62.54990
501 89.11184 126.0639 138.4420 17.05818 19.72556 27.74699
135 209.3175 232.4707 199.8150 66.12452 75.98364 66.04571
631 124.0642 236.1978 55.65571 39.69149 65.02753 14.98291
486 233.6690 129.0388 143.3923 47.20270 35.79369 31.17204
182 133.3514 161.7819 233.8728 38.07194 37.34439 83.05549
434 146.9331 32.08435 0.000000 13.41481 8.163418 1.728883
468 226.8383 154.3700 73.86322 45.03400 40.63264 12.72292
269 0.000000 176.2385 91.54747 18.31073 32.58809 16.11035
83 44.09959 255.0000 92.04905 39.35258 73.09872 22.93538
132 225.8043 0.000000 81.20628 33.46977 17.57055 10.23781
32 109.2075 73.97361 255.0000 27.56316 16.22459 96.23032
71 118.1461 99.10189 29.57834 13.07050 13.76775 4.017431
593 94.71513 21.18940 19.84368 6.035775 3.981334 1.958460
646 156.9036 23.62255 158.9415 21.25454 11.19582 34.35787
244 144.6911 22.95147 79.50685 14.22523 8.104031 9.096316
418 173.0280 106.7617 188.3602 32.27509 23.77074 51.06582
49 138.2040 145.4992 255.0000 39.38227 33.71346 98.98368
206 81.94396 0.000000 133.3432 8.655478 4.459632 23.36312
494 36.67410 170.0689 34.39360 16.28027 29.98594 7.318698
222 133.1888 125.7233 62.65668 18.83699 21.00618 8.529709
594 204.6568 18.29192 68.94567 27.11374 14.66634 7.829527
217 0.000000 37.77253 108.0784 4.363144 3.431391 15.36371
657 225.5426 104.5744 211.8331 48.61421 31.55074 65.96372
384 65.40127 149.3737 255.0000 31.75528 30.66969 98.79785
99 255.0000 54.37673 59.14309 43.93895 25.01287 7.490522
226 94.22772 108.1106 56.03398 11.62185 14.29169 6.715674
17 0.000000 0.000000 180.7659 9.234064 4.293106 44.36966
274 123.2526 128.0033 26.05008 16.95122 20.54622 4.903584
514 127.4609 160.1480 52.63154 22.83292 30.69368 8.873512
272 255.0000 74.76339 219.8446 57.07530 32.10913 70.99856
20 255.0000 108.9775 0.000000 47.24218 32.87467 4.717248
322 129.4796 93.33232 97.43506 16.09650 14.32905 14.08303
581 14.55974 71.64630 20.05893 3.585353 5.690111 2.427294
150 32.37928 30.97421 255.0000 19.95704 9.426219 95.31863
374 207.3274 233.3395 232.5137 70.00568 77.86101 88.18531
563 229.0149 231.9325 108.1808 64.23773 75.66832 26.18238
255 38.61615 0.000000 218.4000 14.39544 6.451489 67.30552
57 0.000000 45.04850 255.0000 19.80202 10.00887 95.43927
128 109.6771 124.1563 186.2913 23.28815 22.09300 50.06267
367 78.73920 25.58035 230.3737 18.72096 9.024513 76.02555
263 62.07153 92.50214 124.2834 10.42350 11.12781 21.43575
538 88.94889 85.48581 30.58816 8.567828 9.704008 3.537299
215 0.000000 108.4564 80.59889 7.812780 12.29496 10.45269
191 35.30329 71.12592 255.0000 21.80641 12.98344 95.90788
499 75.93935 237.8884 24.36195 34.35215 63.05546 12.09737
606 16.25629 23.20107 70.72975 2.640736 2.172820 6.998487
294 204.7401 173.7882 57.55194 41.54604 44.00025 11.07007
174 84.84191 255.0000 0.000000 40.10010 73.70561 12.97497
549 36.14145 56.57662 64.64446 4.087705 4.603219 6.432140
350 121.9466 118.9437 117.0159 18.64353 19.41273 20.29629
162 158.1602 255.0000 41.75535 50.80632 79.17841 15.61409
633 18.92056 18.32292 160.6842 7.825461 4.111291 34.48803
450 76.07389 156.5788 74.52785 17.06508 26.75152 11.63315
641 129.4696 213.8335 120.8792 37.21006 54.54763 27.30449
107 106.8394 255.0000 38.92776 42.75066 75.03045 14.98574
539 169.7539 166.0774 191.0411 40.19032 40.18685 55.33602
341 208.6169 41.82991 178.3706 35.73294 19.19164 44.58682
76 125.6209 0.000000 0.000000 9.463432 5.363773 1.396582
535 121.7712 76.71797 154.2466 17.31758 12.61373 32.76459
521 167.7848 236.6548 194.7172 56.54861 72.86932 62.91059
92 0.000000 132.4818 0.000000 9.234250 17.46620 3.744773
151 0.000000 214.0585 115.3041 27.90386 49.87094 25.16998
325 152.2720 93.71382 212.0553 29.58134 20.21913 64.92431
605 182.3570 82.21253 237.6924 38.42150 22.98965 83.14406
181 108.2310 43.53339 0.000000 8.025382 5.920366 1.579760
519 183.4118 16.57865 192.2694 30.07329 15.18229 51.74723
221 38.31966 219.0597 255.0000 44.76985 58.74566 103.5319
52 255.0000 0.000000 158.5207 47.98505 24.51373 35.33161
396 198.2254 55.09805 230.6366 39.70349 21.32402 77.48691
362 90.40318 206.3409 202.4711 37.75750 51.27717 64.39449
414 28.55357 212.3348 90.74167 26.74071 48.77475 18.61002
596 186.0673 136.0814 77.87011 31.14975 29.34199 11.99659
477 76.38700 139.5773 207.3622 24.40020 25.45987 63.17846
589 24.57516 23.05957 212.4279 13.51058 6.535344 63.37377
317 57.32629 241.2976 116.1911 37.05173 65.57583 27.98685
END_DATA
CTI1   

DESCRIPTOR "Argyll Calibration Target chart information 1"
ORIGINATOR "Argyll targen"
DENSITY_EXTREME_VALUES "8"
CREATED "August 11, 2025"

NUMBER_OF_FIELDS 7
BEGIN_DATA_FORMAT
INDEX RGB_R RGB_G RGB_B XYZ_X XYZ_Y XYZ_Z 
END_DATA_FORMAT

NUMBER_OF_SETS 8
BEGIN_DATA
0 255.0000 255.0000 255.0000 95.10649 100.0000 108.8440
1 0.000000 120.7697 255.0000 25.61297 21.62916 97.37627
2 255.0000 0.000000 202.3460 52.42580 26.28975 58.72153
3 0.000000 0.000000 150.4427 6.485834 3.193987 29.89445
4 255.0000 169.9812 0.000000 56.05879 50.50543 7.656144
5 0.000000 90.78290 0.000000 4.685619 8.370208 2.228550
6 215.3331 0.000000 0.000000 28.84279 15.35583 2.304665
7 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000
END_DATA
CTI1   

DESCRIPTOR "Argyll Calibration Target chart information 1"
ORIGINATOR "Argyll targen"
DEVICE_COMBINATION_VALUES "9"
CREATED "August 11, 2025"

NUMBER_OF_FIELDS 7
BEGIN_DATA_FORMAT
INDEX RGB_R RGB_G RGB_B XYZ_X XYZ_Y XYZ_Z 
END_DATA_FORMAT

NUMBER_OF_SETS 9
BEGIN_DATA
0 255.0000 255.0000 255.0000 95.10649 100.0000 108.8440
1 0.000000 255.0000 255.0000 54.27632 78.94783 106.9308
2 255.0000 0.000000 255.0000 59.70128 29.19948 97.04219
3 0.000000 0.000000 255.0000 18.87111 8.147314 95.12896
4 255.0000 255.0000 0.000000 77.23538 92.85269 14.71507
5 0.000000 255.0000 0.000000 36.40521 71.80052 12.80184
6 255.0000 0.000000 0.000000 41.83017 22.05217 2.913230
7 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000
8 127.5000 127.5000 127.5000 21.14266 22.19007 24.08306
END_DATA
